,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000548573,2022-06-22 08:53:13,2022-06-22 09:07:30,TRUE,14.28581667,1,89384,89384
1,TTWK000548576,2022-06-22 08:53:37,2022-06-22 09:15:07,TRUE,21.50503333,1,118401,118401
2,TTWK000548577,2022-06-22 08:54:46,2022-06-22 09:09:36,TRUE,14.84011667,1,47353,47353
3,TTWK000548575,2022-06-22 08:58:00,2022-06-22 09:10:11,TRUE,12.19231667,1,51999,51999
4,TTWK000548570,2022-06-22 09:07:58,2022-06-22 09:35:06,TRUE,27.13375,1,42507,42507
5,TTWK000548574,2022-06-22 09:08:50,2022-06-22 09:19:25,TRUE,10.5857,1,42507,42507
6,TTWK000548568,2022-06-22 09:13:29,2022-06-22 09:23:38,TRUE,10.15658333,1,47353,47353
7,TTWK000548567,2022-06-22 09:18:35,2022-06-22 09:25:05,TRUE,6.497333333,1,51999,51999
8,TTWK000548569,2022-06-22 09:18:48,2022-06-22 09:34:21,TRUE,15.54833333,1,89384,89384
9,TTWK000540258,2022-06-22 09:25:30,2022-06-22 09:28:42,TRUE,3.20195,1,47353,47353
10,TTWK000572610,2022-06-22 09:35:04,2022-06-22 09:37:49,TRUE,2.746283333,1,89384,89384
11,TTWK000572612,2022-06-22 09:36:21,2022-06-22 09:38:50,TRUE,2.488983333,1,42507,42507
12,TTWK000572614,2022-06-22 09:39:02,2022-06-22 09:46:20,TRUE,7.295566667,1,42507,42507
13,TTWK000572611,2022-06-22 09:41:25,2022-06-22 09:43:49,TRUE,2.40165,1,89384,89384
14,TTWK000572613,2022-06-22 09:44:02,2022-06-22 09:44:46,TRUE,0.7306,1,89384,89384
15,TTWK000572615,2022-06-22 09:44:59,2022-06-22 09:49:57,TRUE,4.956233333,1,89384,89384
16,TTWK000540256,2022-06-22 09:46:38,2022-06-22 09:58:43,TRUE,12.08983333,1,42507,42507
17,TTWK000572617,2022-06-22 09:50:09,2022-06-22 09:52:33,TRUE,2.397683333,1,89384,89384
18,TTWK000540241,2022-06-22 09:53:51,2022-06-22 09:59:39,TRUE,5.81285,1,89384,89384
19,TTWK000568913,2022-06-22 09:59:01,2022-06-22 10:02:27,TRUE,3.431566667,1,42507,42507
20,TTWK000568915,2022-06-22 10:00:07,2022-06-22 10:02:42,TRUE,2.574733333,1,89384,89384
21,TTWK000568916,2022-06-22 10:02:38,2022-06-22 10:04:29,TRUE,1.8366,1,42507,42507
22,TTWK000568914,2022-06-22 10:02:58,2022-06-22 10:04:43,TRUE,1.7596,1,89384,89384
24,TTWK000568918,2022-06-22 10:04:55,2022-06-22 10:06:11,TRUE,1.255966667,1,89384,89384
25,TTWK000568919,2022-06-22 10:08:21,2022-06-22 10:10:35,TRUE,2.233066667,1,89384,89384
26,TTWK000568904,2022-06-22 10:11:13,2022-06-22 10:14:36,TRUE,3.37055,1,42507,42507
27,TTWK000548578,2022-06-22 10:11:18,2022-06-22 10:17:29,TRUE,6.178216667,1,89384,89384
28,TTWK000540251,2022-06-22 10:15:03,2022-06-22 10:42:28,TRUE,27.41488333,1,42507,42507
29,TTWK000568905,2022-06-22 10:43:03,2022-06-22 10:45:59,TRUE,2.938833333,1,42507,42507
30,TTWK000540262,2022-06-22 10:46:22,2022-06-22 10:48:57,TRUE,2.586683333,1,42507,42507
31,TTWK000568920,2022-06-22 10:47:54,2022-06-22 10:50:26,TRUE,2.534933333,1,89384,89384
32,TTWK000540263,2022-06-22 10:49:15,2022-06-22 10:54:16,TRUE,5.024933333,1,42507,42507
33,TTWK000540253,2022-06-22 10:51:09,2022-06-22 10:52:26,TRUE,1.277383333,1,89384,89384
34,TTWK000540252,2022-06-22 10:52:47,2022-06-22 10:54:55,TRUE,2.133833333,1,89384,89384
35,TTWK000540254,2022-06-22 10:54:43,2022-06-22 10:56:03,TRUE,1.3269,1,42507,42507
36,TTWK000568907,2022-06-22 10:55:11,2022-06-22 10:56:24,TRUE,1.2166,1,89384,89384
37,TTWK000540267,2022-06-22 11:28:46,2022-06-22 11:30:52,TRUE,2.107916667,1,51999,51999
38,TTWK000548579,2022-06-22 11:36:14,2022-06-22 11:50:21,TRUE,14.10895,1,51999,51999
39,TTWK000548580,2022-06-22 12:00:58,2022-06-22 12:14:51,TRUE,13.88265,1,42436,42436
40,TTWK000540264,2022-06-22 12:01:16,2022-06-22 12:08:05,TRUE,6.81785,1,42507,42507
41,TTWK000540261,2022-06-22 12:08:20,2022-06-22 12:16:10,TRUE,7.825566667,1,42507,42507
42,TTWK000548581,2022-06-22 12:15:09,2022-06-22 12:19:38,TRUE,4.48,1,42436,42436
43,TTWK000568906,2022-06-22 12:16:26,2022-06-22 12:20:20,TRUE,3.887816667,1,42507,42507
44,TTWK000548582,2022-06-22 12:20:06,2022-06-22 12:22:14,TRUE,2.127083333,1,42436,42436
45,TTWK000548563,2022-06-22 12:20:42,2022-06-22 12:27:03,TRUE,6.345916667,1,42507,42507
46,TTWK000548583,2022-06-22 12:25:32,2022-06-22 12:25:57,TRUE,0.4203166667,1,42436,42436
47,TTWK000568908,2022-06-22 12:27:14,2022-06-22 12:29:15,TRUE,2.027033333,1,42507,42507
48,TTWK000548588,2022-06-22 12:27:57,2022-06-22 12:37:55,TRUE,9.97035,1,42436,42436
49,TTWK000548564,2022-06-22 12:29:37,2022-06-22 12:43:13,TRUE,13.59516667,1,42507,42507
50,TTWK000540265,2022-06-22 12:43:45,2022-06-22 12:51:18,TRUE,7.559483333,1,42507,42507
51,TTWK000540266,2022-06-22 12:46:36,2022-06-22 13:01:16,TRUE,14.67466667,1,42436,42436
52,TTWK000568921,2022-06-22 12:51:35,2022-06-22 12:53:50,TRUE,2.248266667,1,42507,42507
53,TTWK000568909,2022-06-22 12:54:12,2022-06-22 13:02:13,TRUE,8.015966667,1,42507,42507
54,TTWK000540268,2022-06-22 13:00:45,2022-06-22 13:08:38,TRUE,7.87175,1,51999,51999
55,TTWK000540270,2022-06-22 13:01:09,2022-06-22 13:09:53,TRUE,8.738266667,1,102990,102990
56,TTWK000568924,2022-06-22 13:01:29,2022-06-22 13:01:41,TRUE,0.2002333333,1,42436,42436
57,TTWK000568923,2022-06-22 13:01:55,2022-06-22 13:02:10,TRUE,0.2403833333,1,42436,42436
58,TTWK000572618,2022-06-22 13:02:24,2022-06-22 13:02:44,TRUE,0.3399666667,1,42436,42436
59,TTWK000568910,2022-06-22 13:02:30,2022-06-22 13:05:10,TRUE,2.6787,1,42507,42507
60,TTWK000572634,2022-06-22 13:05:56,2022-06-22 13:08:23,TRUE,2.4484,1,42507,42507
61,TTWK000548584,2022-06-22 13:06:27,2022-06-22 13:14:35,TRUE,8.137933333,1,42522,42522
62,TTWK000568962,2022-06-22 13:08:36,2022-06-22 13:10:34,TRUE,1.95635,1,42507,42507
63,TTWK000568911,2022-06-22 13:09:56,2022-06-22 13:12:11,TRUE,2.2504,1,51999,51999
64,TTWK000568926,2022-06-22 13:10:09,2022-06-22 13:14:19,TRUE,4.165516667,1,102990,102990
65,TTWK000568963,2022-06-22 13:10:54,2022-06-22 13:13:21,TRUE,2.44295,1,42507,42507
66,TTWK000548565,2022-06-22 13:12:33,2022-06-22 13:16:36,TRUE,4.042566667,1,51999,51999
67,TTWK000568964,2022-06-22 13:13:36,2022-06-22 13:15:57,TRUE,2.349266667,1,42507,42507
68,TTWK000568937,2022-06-22 13:14:45,2022-06-22 13:16:15,TRUE,1.502333333,1,42522,42522
69,TTWK000568925,2022-06-22 13:15:00,2022-06-22 13:16:48,TRUE,1.815283333,1,102990,102990
70,TTWK000568959,2022-06-22 13:16:09,2022-06-22 13:17:20,TRUE,1.185333333,1,42507,42507
71,TTWK000548562,2022-06-22 13:16:32,2022-06-22 13:23:55,TRUE,7.384466667,1,42522,42522
72,TTWK000540255,2022-06-22 13:17:02,2022-06-22 13:19:21,TRUE,2.317616667,1,102990,102990
73,TTWK000540279,2022-06-22 13:17:31,2022-06-22 13:18:05,TRUE,0.5755166667,1,42507,42507
74,TTWK000568922,2022-06-22 13:17:43,2022-06-22 13:19:44,TRUE,2.006366667,1,42436,42436
75,TTWK000568958,2022-06-22 13:18:20,2022-06-22 13:19:09,TRUE,0.81605,1,42507,42507
76,TTWK000540276,2022-06-22 13:18:38,2022-06-22 13:23:08,TRUE,4.5085,1,51999,51999
77,TTWK000568957,2022-06-22 13:19:22,2022-06-22 13:27:24,TRUE,8.0422,1,42507,42507
78,TTWK000540275,2022-06-22 13:19:35,2022-06-22 13:32:05,TRUE,12.50788333,1,102990,102990
79,TTWK000568930,2022-06-22 13:20:34,2022-06-22 13:22:03,TRUE,1.480683333,1,42436,42436
80,TTWK000568948,2022-06-22 13:22:51,2022-06-22 13:25:36,TRUE,2.73835,1,42436,42436
81,TTWK000568929,2022-06-22 13:24:11,2022-06-22 13:28:33,TRUE,4.365483333,1,51999,51999
82,TTWK000568951,2022-06-22 13:24:56,2022-06-22 13:26:03,TRUE,1.1176,1,42522,42522
83,TTWK000568949,2022-06-22 13:25:57,2022-06-22 13:26:48,TRUE,0.8566333333,1,42436,42436
84,TTWK000568952,2022-06-22 13:26:19,2022-06-22 13:28:07,TRUE,1.811783333,1,42522,42522
85,TTWK000568950,2022-06-22 13:27:24,2022-06-22 13:27:40,TRUE,0.2676,1,42436,42436
86,TTWK000572631,2022-06-22 13:27:55,2022-06-22 13:29:04,TRUE,1.147816667,1,42436,42436
87,TTWK000568961,2022-06-22 13:28:05,2022-06-22 13:28:58,TRUE,0.8818333333,1,42507,42507
88,TTWK000572632,2022-06-22 13:28:22,2022-06-22 13:30:05,TRUE,1.718766667,1,42522,42522
89,TTWK000548593,2022-06-22 13:29:14,2022-06-22 13:34:00,TRUE,4.759916667,1,42507,42507
90,TTWK000568953,2022-06-22 13:30:16,2022-06-22 13:31:02,TRUE,0.76395,1,42522,42522
91,TTWK000568946,2022-06-22 13:30:27,2022-06-22 13:34:54,TRUE,4.460616667,1,51999,51999
92,TTWK000568955,2022-06-22 13:30:31,2022-06-22 13:30:43,TRUE,0.2093166667,1,42436,42436
93,TTWK000568956,2022-06-22 13:30:59,2022-06-22 13:32:10,TRUE,1.175066667,1,42436,42436
94,TTWK000568954,2022-06-22 13:32:21,2022-06-22 13:34:41,TRUE,2.336766667,1,102990,102990
95,TTWK000572633,2022-06-22 13:33:35,2022-06-22 13:34:49,TRUE,1.22655,1,42436,42436
96,TTWK000568960,2022-06-22 13:34:52,2022-06-22 13:37:39,TRUE,2.7678,1,102990,102990
97,TTWK000568965,2022-06-22 13:35:55,2022-06-22 13:38:09,TRUE,2.2401,1,42436,42436
98,TTWK000568947,2022-06-22 13:35:58,2022-06-22 13:36:43,TRUE,0.7487333333,1,51999,51999
99,TTWK000568968,2022-06-22 13:38:28,2022-06-22 13:41:18,TRUE,2.8347,1,51999,51999
100,TTWK000568966,2022-06-22 13:39:14,2022-06-22 13:39:27,TRUE,0.2267166667,1,42436,42436
101,TTWK000572635,2022-06-22 13:39:41,2022-06-22 13:39:58,TRUE,0.2874,1,42436,42436
102,TTWK000568967,2022-06-22 13:41:30,2022-06-22 13:43:24,TRUE,1.897916667,1,42507,42507
103,TTWK000572636,2022-06-22 13:41:54,2022-06-22 13:44:39,TRUE,2.745433333,1,51999,51999
