,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000466264,2022/3/17 8:07:55,2022/3/17 8:08:57,TRUE,1.043316667,1,122113,122113
1,TTWK000510438,2022/3/17 8:09:17,2022/3/17 8:12:59,TRUE,3.687833333,1,122113,122113
2,TTWK000510436,2022/3/17 8:09:27,2022/3/17 8:17:52,TRUE,8.428533333,1,42532,42532
3,TTWK000527091,2022/3/17 8:09:41,2022/3/17 8:18:04,TRUE,8.3795,1,42532,42532
4,TTWK000466245,2022/3/17 8:09:55,,尚未完成,,2,42532,42532
5,TTWK000527063,2022/3/17 8:10:07,2022/3/17 8:18:36,TRUE,8.488433333,1,42532,42532
6,TTWK000510439,2022/3/17 8:13:27,2022/3/17 8:16:56,TRUE,3.4881,1,122113,122113
7,TTWK000510440,2022/3/17 8:17:18,2022/3/17 8:22:45,TRUE,5.44885,1,122113,122113
8,TTWK000510435,2022/3/17 8:18:52,2022/3/17 8:23:37,TRUE,4.759666667,1,42532,42532
9,TTWK000466244,2022/3/17 8:19:02,2022/3/17 8:23:47,TRUE,4.749933333,1,42532,42532
10,TTWK000527094,2022/3/17 8:22:18,2022/3/17 8:23:35,TRUE,1.28465,1,118401,118401
11,TTWK000510437,2022/3/17 8:23:08,2022/3/17 8:28:05,TRUE,4.9487,1,122113,122113
12,TTWK000466246,2022/3/17 8:24:43,2022/3/17 8:25:20,TRUE,0.6133166667,1,118401,118401
13,TTWK000527093,2022/3/17 8:24:53,2022/3/17 8:26:59,TRUE,2.107183333,1,118401,118401
14,TTWK000527101,2022/3/17 8:25:36,2022/3/17 8:27:14,TRUE,1.633516667,1,118401,118401
15,TTWK000527092,2022/3/17 8:27:24,2022/3/17 8:27:49,TRUE,0.4077333333,1,118401,118401
16,TTWK000510442,2022/3/17 8:28:00,2022/3/17 8:30:15,TRUE,2.249366667,1,118401,118401
17,TTWK000527095,2022/3/17 8:28:10,2022/3/17 8:30:01,TRUE,1.853566667,1,118401,118401
18,TTWK000527088,2022/3/17 8:28:17,,尚未完成,,2,42532,42532
19,TTWK000527089,2022/3/17 8:28:27,2022/3/17 8:33:34,TRUE,5.11945,1,42532,42532
20,TTWK000527105,2022/3/17 8:28:43,2022/3/17 8:29:52,TRUE,1.1491,1,122113,122113
21,TTWK000527108,2022/3/17 8:30:08,2022/3/17 8:31:29,TRUE,1.341616667,1,122113,122113
22,TTWK000510441,2022/3/17 8:30:32,2022/3/17 8:31:45,TRUE,1.229016667,1,118401,118401
23,TTWK000527109,2022/3/17 8:31:47,2022/3/17 8:33:01,TRUE,1.244033333,1,122113,122113
24,TTWK000527098,2022/3/17 8:32:34,2022/3/17 8:33:21,TRUE,0.7885333333,1,118401,118401
25,TTWK000510432,2022/3/17 8:33:10,2022/3/17 8:33:21,TRUE,0.1956166667,1,42532,42532
26,TTWK000527106,2022/3/17 8:33:15,2022/3/17 8:34:32,TRUE,1.28235,1,122113,122113
27,TTWK000527099,2022/3/17 8:33:36,2022/3/17 8:35:35,TRUE,1.98875,1,118401,118401
28,TTWK000510455,2022/3/17 8:34:26,2022/3/17 8:38:33,TRUE,4.12265,1,42472,42472
29,TTWK000466243,2022/3/17 8:34:30,2022/3/17 8:36:10,TRUE,1.66815,1,42532,42532
30,TTWK000510434,2022/3/17 8:34:39,2022/3/17 8:41:53,TRUE,7.2275,1,42532,42532
31,TTWK000527090,2022/3/17 8:34:55,2022/3/17 8:46:11,TRUE,11.26695,1,42532,42532
32,TTWK000527117,2022/3/17 8:34:58,2022/3/17 8:35:42,TRUE,0.7410666667,1,122113,122113
33,TTWK000527121,2022/3/17 8:35:46,2022/3/17 8:36:32,TRUE,0.7534666667,1,118401,118401
34,TTWK000527116,2022/3/17 8:35:56,2022/3/17 8:36:59,TRUE,1.049866667,1,122113,122113
35,TTWK000527122,2022/3/17 8:37:01,2022/3/17 8:40:20,TRUE,3.31635,1,118401,118401
36,TTWK000527118,2022/3/17 8:37:14,2022/3/17 8:38:04,TRUE,0.8417333333,1,122113,122113
37,TTWK000527112,2022/3/17 8:38:48,2022/3/17 8:39:41,TRUE,0.8859833333,1,122113,122113
38,TTWK000510452,2022/3/17 8:39:45,2022/3/17 8:42:54,TRUE,3.14365,1,42472,42472
39,TTWK000527113,2022/3/17 8:39:56,2022/3/17 8:40:45,TRUE,0.8135333333,1,122113,122113
40,TTWK000510444,2022/3/17 8:40:35,2022/3/17 8:41:54,TRUE,1.316633333,1,118401,118401
41,TTWK000527110,2022/3/17 8:41:02,2022/3/17 8:42:22,TRUE,1.332166667,1,122113,122113
42,TTWK000527097,2022/3/17 8:42:05,2022/3/17 8:43:03,TRUE,0.96945,1,118401,118401
43,TTWK000527111,2022/3/17 8:42:46,2022/3/17 8:43:34,TRUE,0.7880666667,1,122113,122113
44,TTWK000527115,2022/3/17 8:43:12,2022/3/17 8:44:32,TRUE,1.320233333,1,42472,42472
45,TTWK000527096,2022/3/17 8:43:15,2022/3/17 8:44:07,TRUE,0.8676166667,1,118401,118401
46,TTWK000510453,2022/3/17 8:44:10,2022/3/17 8:51:41,TRUE,7.514066667,1,122113,122113
47,TTWK000510443,2022/3/17 8:44:35,2022/3/17 8:46:38,TRUE,2.057266667,1,118401,118401
48,TTWK000527114,2022/3/17 8:44:52,2022/3/17 8:46:32,TRUE,1.6649,1,42472,42472
49,TTWK000510433,2022/3/17 8:46:44,2022/3/17 8:53:15,TRUE,6.519033333,1,42532,42532
50,TTWK000510447,2022/3/17 8:46:52,2022/3/17 8:56:11,TRUE,9.31185,1,42472,42472
51,TTWK000527107,2022/3/17 8:46:55,2022/3/17 8:47:06,TRUE,0.1863833333,1,118401,118401
52,TTWK000527100,2022/3/17 8:47:46,2022/3/17 8:48:25,TRUE,0.65835,1,118401,118401
53,TTWK000527123,2022/3/17 8:48:46,2022/3/17 8:52:25,TRUE,3.653216667,1,118401,118401
54,TTWK000527102,2022/3/17 8:56:34,2022/3/17 8:58:02,TRUE,1.479283333,1,42472,42472
55,TTWK000466280,2022/3/17 8:56:59,,尚未完成,,1,122113,122113
56,TTWK000466267,2022/3/17 8:57:18,2022/3/17 8:58:39,TRUE,1.353183333,1,118401,118401
57,TTWK000466281,2022/3/17 8:58:09,2022/3/17 8:58:45,TRUE,0.615,1,122113,122113
58,TTWK000510451,2022/3/17 8:58:18,2022/3/17 9:00:58,TRUE,2.659233333,1,42472,42472
59,TTWK000510477,2022/3/17 8:58:28,2022/3/17 8:59:55,TRUE,1.454533333,1,42532,42532
60,TTWK000466283,2022/3/17 8:58:40,2022/3/17 9:00:04,TRUE,1.411066667,1,42532,42532
61,TTWK000510456,2022/3/17 8:58:55,2022/3/17 9:04:30,TRUE,5.584033333,1,118401,118401
62,TTWK000510474,2022/3/17 8:59:17,2022/3/17 9:02:15,TRUE,2.968566667,1,122113,122113
63,TTWK000527168,2022/3/17 9:00:30,2022/3/17 9:02:23,TRUE,1.883933333,1,42532,42532
64,TTWK000527159,2022/3/17 9:00:39,2022/3/17 9:03:05,TRUE,2.422533333,1,42532,42532
65,TTWK000527158,2022/3/17 9:00:50,2022/3/17 9:04:25,TRUE,3.585633333,1,42532,42532
66,TTWK000510476,2022/3/17 9:01:00,2022/3/17 9:05:04,TRUE,4.0831,1,42532,42532
67,TTWK000527157,2022/3/17 9:01:12,2022/3/17 9:06:32,TRUE,5.338933333,1,42532,42532
68,TTWK000527156,2022/3/17 9:01:24,2022/3/17 9:07:42,TRUE,6.294483333,1,42532,42532
69,TTWK000527103,2022/3/17 9:01:33,2022/3/17 9:03:10,TRUE,1.611383333,1,42472,42472
