,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000551062,2022-07-11 08:21:12,2022-07-11 08:22:40,TRUE,1.458566667,1,118427,118427
1,TTWK000551061,2022-07-11 08:21:29,2022-07-11 08:29:10,TRUE,7.673883333,1,47353,47353
2,TTWK000570604,2022-07-11 08:23:28,2022-07-11 08:25:22,TRUE,1.8843,1,118427,118427
3,TTWK000570606,2022-07-11 08:25:46,2022-07-11 08:33:43,TRUE,7.957566667,1,118427,118427
4,TTWK000551063,2022-07-11 08:29:52,2022-07-11 08:36:53,TRUE,7.007816667,1,47353,47353
5,TTWK000570605,2022-07-11 08:34:05,2022-07-11 08:36:23,TRUE,2.295033333,1,118427,118427
6,TTWK000551065,2022-07-11 08:43:29,2022-07-11 09:07:23,TRUE,23.89738333,1,118427,118427
7,TTWK000551066,2022-07-11 08:43:44,2022-07-11 08:48:45,TRUE,5.028033333,1,47353,47353
8,TTWK000570620,2022-07-11 08:49:07,2022-07-11 08:51:59,TRUE,2.871683333,1,47353,47353
9,TTWK000570622,2022-07-11 08:52:17,2022-07-11 08:55:08,TRUE,2.85075,1,47353,47353
10,TTWK000570621,2022-07-11 08:55:24,2022-07-11 08:57:25,TRUE,2.02725,1,47353,47353
11,TTWK000570609,2022-07-11 08:59:02,2022-07-11 09:02:21,TRUE,3.310466667,1,47353,47353
12,TTWK000570626,2022-07-11 09:06:45,2022-07-11 09:08:24,TRUE,1.64605,1,47353,47353
13,TTWK000570627,2022-07-11 09:09:01,2022-07-11 09:11:15,TRUE,2.2334,1,47353,47353
15,TTWK000570628,2022-07-11 09:12:01,2022-07-11 09:13:28,TRUE,1.448083333,1,47353,47353
16,TTWK000570625,2022-07-11 09:13:51,2022-07-11 09:15:44,TRUE,1.876833333,1,47353,47353
17,TTWK000570624,2022-07-11 09:15:58,2022-07-11 09:18:07,TRUE,2.14895,1,47353,47353
18,TTWK000570623,2022-07-11 09:18:35,2022-07-11 09:21:03,TRUE,2.47015,1,47353,47353
19,TTWK000551075,2022-07-11 09:31:33,2022-07-11 09:36:22,TRUE,4.829766667,1,42475,42475
20,TTWK000551074,2022-07-11 09:31:52,2022-07-11 09:37:25,TRUE,5.553183333,1,118401,118401
21,TTWK000551072,2022-07-11 09:37:32,2022-07-11 09:44:08,TRUE,6.600483333,1,118427,118427
22,TTWK000551099,2022-07-11 09:44:11,2022-07-11 09:53:37,TRUE,9.418583333,1,42475,42475
23,TTWK000551100,2022-07-11 09:45:59,2022-07-11 09:54:35,TRUE,8.613383333,1,118401,118401
24,TTWK000551104,2022-07-11 09:51:10,2022-07-11 10:05:48,TRUE,14.62645,1,51999,51999
25,TTWK000551077,2022-07-11 09:51:15,2022-07-11 09:54:13,TRUE,2.96425,1,42507,42507
26,TTWK000551071,2022-07-11 09:54:34,2022-07-11 10:00:48,TRUE,6.22685,1,42507,42507
27,TTWK000551081,2022-07-11 09:54:49,2022-07-11 09:59:26,TRUE,4.608683333,1,47353,47353
28,TTWK000551079,2022-07-11 09:55:23,2022-07-11 10:00:47,TRUE,5.4014,1,118427,118427
29,TTWK000551102,2022-07-11 09:59:02,2022-07-11 10:11:03,TRUE,12.00968333,1,42475,42475
30,TTWK000551101,2022-07-11 09:59:03,2022-07-11 10:10:09,TRUE,11.09626667,1,118401,118401
31,TTWK000551080,2022-07-11 10:00:01,2022-07-11 10:01:53,TRUE,1.87,1,47353,47353
32,TTWK000551076,2022-07-11 10:01:05,2022-07-11 10:09:59,TRUE,8.899716667,1,118427,118427
33,TTWK000570661,2022-07-11 10:02:07,2022-07-11 10:04:11,TRUE,2.071966667,1,47353,47353
34,TTWK000551090,2022-07-11 10:04:30,2022-07-11 10:06:48,TRUE,2.309916667,1,47353,47353
35,TTWK000551105,2022-07-11 10:06:07,2022-07-11 10:13:20,TRUE,7.208183333,1,51999,51999
36,TTWK000551091,2022-07-11 10:07:29,2022-07-11 10:12:33,TRUE,5.05665,1,47353,47353
37,TTWK000551078,2022-07-11 10:10:12,2022-07-11 10:25:06,TRUE,14.8904,1,118427,118427
38,TTWK000551096,2022-07-11 10:11:12,2022-07-11 10:15:35,TRUE,4.389783333,1,42550,42550
39,TTWK000551106,2022-07-11 10:13:45,2022-07-11 10:18:52,TRUE,5.11495,1,51999,51999
40,TTWK000551092,2022-07-11 10:13:58,2022-07-11 10:26:32,TRUE,12.5765,1,47353,47353
41,TTWK000551103,2022-07-11 10:15:13,2022-07-11 10:17:40,TRUE,2.456533333,1,118401,118401
42,TTWK000551095,2022-07-11 10:15:49,2022-07-11 10:18:09,TRUE,2.320016667,1,42550,42550
43,TTWK000551094,2022-07-11 10:18:22,2022-07-11 10:21:54,TRUE,3.53615,1,42550,42550
44,TTWK000551114,2022-07-11 10:19:53,2022-07-11 10:28:40,TRUE,8.783283333,1,42475,42475
45,TTWK000583471,2022-07-11 10:22:29,2022-07-11 10:25:09,TRUE,2.655833333,1,42550,42550
46,TTWK000551116,2022-07-11 10:24:25,2022-07-11 10:43:45,TRUE,19.34218333,1,118401,118401
47,TTWK000551097,2022-07-11 10:25:23,2022-07-11 10:27:05,TRUE,1.69095,1,42550,42550
48,TTWK000551109,2022-07-11 10:26:09,2022-07-11 10:29:51,TRUE,3.697566667,1,118427,118427
49,TTWK000551115,2022-07-11 10:26:38,2022-07-11 10:36:26,TRUE,9.803216667,1,102990,102990
50,TTWK000551107,2022-07-11 10:26:59,2022-07-11 10:29:12,TRUE,2.211383333,1,47353,47353
51,TTWK000551098,2022-07-11 10:27:19,2022-07-11 10:31:53,TRUE,4.572183333,1,42550,42550
52,TTWK000551108,2022-07-11 10:29:27,2022-07-11 10:33:44,TRUE,4.29575,1,47353,47353
53,TTWK000570662,2022-07-11 10:30:25,2022-07-11 10:31:32,TRUE,1.125633333,1,118427,118427
55,TTWK000583472,2022-07-11 10:32:06,2022-07-11 10:34:15,TRUE,2.155966667,1,42550,42550
56,TTWK000551082,2022-07-11 10:33:24,2022-07-11 10:37:56,TRUE,4.538316667,1,118427,118427
57,TTWK000551089,2022-07-11 10:34:26,2022-07-11 10:38:41,TRUE,4.257316667,1,47353,47353
58,TTWK000551087,2022-07-11 10:36:31,2022-07-11 10:41:17,TRUE,4.7533,1,42550,42550
59,TTWK000551083,2022-07-11 10:38:17,2022-07-11 10:42:54,TRUE,4.6211,1,118427,118427
61,TTWK000551088,2022-07-11 10:39:11,2022-07-11 10:43:10,TRUE,3.984866667,1,47353,47353
62,TTWK000551086,2022-07-11 10:41:34,2022-07-11 10:45:55,TRUE,4.34135,1,42550,42550
63,TTWK000551084,2022-07-11 10:43:04,2022-07-11 10:45:17,TRUE,2.216116667,1,118427,118427
64,TTWK000551085,2022-07-11 10:43:35,2022-07-11 10:46:46,TRUE,3.182883333,1,47353,47353
65,TTWK000570665,2022-07-11 10:45:54,2022-07-11 10:49:04,TRUE,3.162083333,1,118427,118427
66,TTWK000570664,2022-07-11 10:46:55,2022-07-11 10:49:43,TRUE,2.789283333,1,42550,42550
67,TTWK000551117,2022-07-11 10:47:10,2022-07-11 10:58:17,TRUE,11.13081667,1,51999,51999
68,TTWK000583473,2022-07-11 10:47:15,2022-07-11 10:48:34,TRUE,1.325966667,1,47353,47353
69,TTWK000551120,2022-07-11 10:47:47,2022-07-11 10:59:23,TRUE,11.59566667,1,42526,42526
70,TTWK000570666,2022-07-11 10:48:46,2022-07-11 10:50:25,TRUE,1.662133333,1,47353,47353
71,TTWK000551113,2022-07-11 10:49:26,2022-07-11 10:57:22,TRUE,7.926066667,1,118427,118427
72,TTWK000551110,2022-07-11 10:50:17,2022-07-11 10:54:25,TRUE,4.137933333,1,42550,42550
73,TTWK000551119,2022-07-11 10:50:36,2022-07-11 11:01:11,TRUE,10.59526667,1,42475,42475
74,TTWK000551111,2022-07-11 10:50:54,2022-07-11 10:52:45,TRUE,1.841316667,1,47353,47353
75,TTWK000551112,2022-07-11 10:52:57,2022-07-11 10:54:12,TRUE,1.25915,1,47353,47353
76,TTWK000570667,2022-07-11 10:54:24,2022-07-11 10:55:39,TRUE,1.2592,1,47353,47353
77,TTWK000570668,2022-07-11 10:56:55,2022-07-11 10:57:58,TRUE,1.055166667,1,42550,42550
78,TTWK000551123,2022-07-11 11:17:44,2022-07-11 11:26:27,TRUE,8.712583333,1,51999,51999
79,TTWK000570688,2022-07-11 11:44:11,2022-07-11 11:51:08,TRUE,6.9541,1,42475,42475
80,TTWK000570687,2022-07-11 11:51:52,2022-07-11 11:57:47,TRUE,5.916466667,1,42475,42475
81,TTWK000551126,2022-07-11 12:04:29,2022-07-11 12:09:17,TRUE,4.792316667,1,47353,47353
82,TTWK000551124,2022-07-11 12:04:49,2022-07-11 12:09:23,TRUE,4.57005,1,118401,118401
83,TTWK000570686,2022-07-11 12:05:08,2022-07-11 12:14:08,TRUE,9.010483333,1,42550,42550
84,TTWK000570730,2022-07-11 12:13:47,2022-07-11 12:17:44,TRUE,3.9531,1,47353,47353
85,TTWK000570708,2022-07-11 12:14:13,2022-07-11 12:14:48,TRUE,0.5744666667,1,118401,118401
86,TTWK000570685,2022-07-11 12:14:22,2022-07-11 12:15:13,TRUE,0.8588833333,1,42550,42550
87,TTWK000570707,2022-07-11 12:14:58,2022-07-11 12:15:36,TRUE,0.6218666667,1,118401,118401
88,TTWK000570689,2022-07-11 12:15:55,2022-07-11 12:19:56,TRUE,4.017683333,1,42550,42550
89,TTWK000570691,2022-07-11 12:16:06,2022-07-11 12:17:04,TRUE,0.9622166667,1,118401,118401
90,TTWK000570729,2022-07-11 12:17:58,2022-07-11 12:19:03,TRUE,1.088716667,1,47353,47353
91,TTWK000570731,2022-07-11 12:19:20,2022-07-11 12:20:42,TRUE,1.354016667,1,47353,47353
92,TTWK000570674,2022-07-11 12:19:23,2022-07-11 12:20:04,TRUE,0.6843333333,1,118401,118401
93,TTWK000570690,2022-07-11 12:20:08,2022-07-11 12:20:29,TRUE,0.3406,1,42550,42550
94,TTWK000570671,2022-07-11 12:20:27,2022-07-11 12:24:44,TRUE,4.2769,1,118401,118401
95,TTWK000570728,2022-07-11 12:20:54,2022-07-11 12:22:50,TRUE,1.939233333,1,47353,47353
96,TTWK000570692,2022-07-11 12:22:48,2022-07-11 12:26:13,TRUE,3.409166667,1,42550,42550
97,TTWK000570727,2022-07-11 12:23:01,2022-07-11 12:23:57,TRUE,0.9277666667,1,47353,47353
98,TTWK000570726,2022-07-11 12:24:11,2022-07-11 12:25:42,TRUE,1.515483333,1,47353,47353
99,TTWK000570672,2022-07-11 12:25:00,2022-07-11 12:29:05,TRUE,4.098283333,1,118401,118401
100,TTWK000570693,2022-07-11 12:26:37,2022-07-11 12:32:53,TRUE,6.264866667,1,42550,42550
101,TTWK000570670,2022-07-11 12:27:56,2022-07-11 12:29:47,TRUE,1.842116667,1,47353,47353
102,TTWK000570673,2022-07-11 12:29:20,2022-07-11 12:32:43,TRUE,3.37215,1,118401,118401
103,TTWK000570669,2022-07-11 12:30:02,2022-07-11 12:33:21,TRUE,3.318833333,1,47353,47353
104,TTWK000570694,2022-07-11 12:34:21,2022-07-11 12:40:05,TRUE,5.745483333,1,42550,42550
105,TTWK000570683,2022-07-11 12:35:25,2022-07-11 12:36:28,TRUE,1.0562,1,47353,47353
106,TTWK000570736,2022-07-11 12:36:26,2022-07-11 12:44:03,TRUE,7.62145,1,118401,118401
107,TTWK000570681,2022-07-11 12:36:42,2022-07-11 12:41:09,TRUE,4.445383333,1,47353,47353
108,TTWK000570695,2022-07-11 12:40:24,2022-07-11 12:49:38,TRUE,9.2384,1,42550,42550
109,TTWK000570680,2022-07-11 12:41:31,2022-07-11 12:43:14,TRUE,1.712816667,1,47353,47353
110,TTWK000570678,2022-07-11 12:43:34,2022-07-11 12:49:27,TRUE,5.86825,1,47353,47353
111,TTWK000570735,2022-07-11 12:44:13,2022-07-11 12:45:59,TRUE,1.758166667,1,118401,118401
112,TTWK000570737,2022-07-11 12:46:13,2022-07-11 12:49:41,TRUE,3.465416667,1,118401,118401
113,TTWK000570679,2022-07-11 12:49:45,2022-07-11 12:52:08,TRUE,2.380233333,1,47353,47353
114,TTWK000570738,2022-07-11 12:50:17,2022-07-11 12:51:51,TRUE,1.555,1,118401,118401
115,TTWK000570696,2022-07-11 12:50:34,2022-07-11 12:51:40,TRUE,1.091366667,1,42550,42550
117,TTWK000570739,2022-07-11 12:52:04,2022-07-11 12:54:09,TRUE,2.096716667,1,118401,118401
119,TTWK000570698,2022-07-11 12:52:58,2022-07-11 12:53:33,TRUE,0.5741333333,1,42550,42550
120,TTWK000570676,2022-07-11 12:53:23,2022-07-11 12:57:38,TRUE,4.244066667,1,47353,47353
121,TTWK000570740,2022-07-11 12:54:22,2022-07-11 12:56:00,TRUE,1.637433333,1,118401,118401
122,TTWK000570682,2022-07-11 12:55:33,2022-07-11 12:56:33,TRUE,1.0137,2,42550,42550
