,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,102948,2022/4/29 11:52:24,2022/4/28 12:05:00,TRUE,-1427.38795,1,102948,102948
1,TTWK000533741,2022/4/29 8:33:52,2022/4/29 8:35:25,TRUE,1.54285,1,42436,42436
2,TTWK000557534,2022/4/29 8:37:26,2022/4/29 8:38:16,TRUE,0.8337166667,1,42436,42436
3,TTWK000557538,2022/4/29 8:39:28,2022/4/29 8:41:04,TRUE,1.5922,1,42436,42436
4,TTWK000557535,2022/4/29 8:42:42,2022/4/29 8:43:02,TRUE,0.3374666667,1,42436,42436
5,TTWK000533742,2022/4/29 8:43:16,2022/4/29 8:43:45,TRUE,0.4860833333,1,42436,42436
6,TTWK000531757,2022/4/29 8:43:58,2022/4/29 8:46:06,TRUE,2.148466667,1,42436,42436
7,TTWK000513283,2022/4/29 8:50:10,2022/4/29 8:50:29,TRUE,0.3074666667,1,42436,42436
8,TTWK000557537,2022/4/29 8:50:42,2022/4/29 8:51:04,TRUE,0.36735,1,42436,42436
9,TTWK000533744,2022/4/29 8:51:23,2022/4/29 8:51:37,TRUE,0.2301833333,1,42436,42436
10,TTWK000513284,2022/4/29 8:51:51,2022/4/29 8:52:20,TRUE,0.4861166667,1,42436,42436
11,TTWK000531756,2022/4/29 8:52:39,,尚未完成,,1,42436,42436
12,TTWK000513290,2022/4/29 9:07:15,2022/4/29 9:07:34,TRUE,0.3186666667,1,42436,42436
13,TTWK000533747,2022/4/29 9:08:15,2022/4/29 9:09:56,TRUE,1.68135,1,42436,42436
14,TTWK000513281,2022/4/29 9:10:19,2022/4/29 9:21:10,TRUE,10.85146667,1,102948,102948
15,TTWK000531747,2022/4/29 9:10:32,2022/4/29 9:15:09,TRUE,4.600866667,1,102948,102948
16,TTWK000531775,2022/4/29 9:10:33,2022/4/29 9:12:48,TRUE,2.2568,1,42436,42436
17,TTWK000513289,2022/4/29 9:13:06,2022/4/29 9:13:21,TRUE,0.2473833333,1,42436,42436
18,TTWK000557548,2022/4/29 9:13:53,2022/4/29 9:15:23,TRUE,1.4995,1,42436,42436
19,TTWK000513288,2022/4/29 9:15:39,2022/4/29 9:16:37,TRUE,0.9732333333,1,42436,42436
20,TTWK000557540,2022/4/29 9:16:51,2022/4/29 9:17:49,TRUE,0.9659166667,1,42436,42436
21,TTWK000557541,2022/4/29 9:18:11,2022/4/29 9:20:27,TRUE,2.277416667,1,42436,42436
22,TTWK000513291,2022/4/29 9:20:50,2022/4/29 9:24:21,TRUE,3.527366667,1,42436,42436
23,TTWK000557536,2022/4/29 9:21:50,2022/4/29 9:24:12,TRUE,2.368183333,1,102948,102948
