,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000444414,2022/4/15 8:28:43,2022/4/15 8:30:07,TRUE,1.410633333,1,79505,79505
1,TTWK000518456,2022/4/15 8:29:33,,尚未完成,,1,89383,89383
2,TTWK000444409,2022/4/15 8:30:24,2022/4/15 8:32:13,TRUE,1.814116667,1,79505,79505
3,TTWK000444410,2022/4/15 8:32:22,2022/4/15 8:34:22,TRUE,1.997166667,1,79505,79505
4,TTWK000518466,2022/4/15 8:35:51,2022/4/15 8:38:38,TRUE,2.78125,1,79505,79505
5,TTWK000444407,2022/4/15 8:38:25,2022/4/15 8:40:27,TRUE,2.026066667,1,89383,89383
6,TTWK000444412,2022/4/15 8:38:50,2022/4/15 8:40:17,TRUE,1.452766667,1,79505,79505
7,TTWK000444411,2022/4/15 8:40:28,2022/4/15 8:42:08,TRUE,1.664916667,1,79505,79505
8,TTWK000518457,2022/4/15 8:40:39,2022/4/15 8:47:48,TRUE,7.148433333,1,89383,89383
9,TTWK000518467,2022/4/15 8:46:32,2022/4/15 8:51:55,TRUE,5.38845,1,79505,79505
10,TTWK000518465,2022/4/15 8:48:01,2022/4/15 8:51:24,TRUE,3.379466667,1,89383,89383
11,TTWK000518468,2022/4/15 8:52:12,2022/4/15 8:58:16,TRUE,6.075983333,1,79505,79505
12,TTWK000444413,2022/4/15 8:52:12,2022/4/15 8:55:04,TRUE,2.866166667,1,89383,89383
13,TTWK000534979,2022/4/15 8:58:28,2022/4/15 8:59:21,TRUE,0.88215,1,79505,79505
14,TTWK000444406,2022/4/15 8:59:30,2022/4/15 9:00:19,TRUE,0.828,1,79505,79505
15,TTWK000518455,2022/4/15 9:00:29,2022/4/15 9:06:58,TRUE,6.491983333,1,79505,79505
16,TTWK000518462,2022/4/15 9:08:19,2022/4/15 9:40:54,TRUE,32.58538333,1,79505,79505
17,TTWK000444408,2022/4/15 9:22:22,2022/4/15 9:25:05,TRUE,2.728383333,1,42526,42526
18,TTWK000518458,2022/4/15 9:25:18,2022/4/15 9:43:19,TRUE,18.01398333,1,42526,42526
19,TTWK000518460,2022/4/15 9:30:42,2022/4/15 10:01:01,TRUE,30.31238333,1,42532,42532
20,TTWK000444417,2022/4/15 9:49:38,2022/4/15 10:02:23,TRUE,12.73976667,1,42526,42526
21,TTWK000518461,2022/4/15 9:50:34,2022/4/15 10:32:24,TRUE,41.83436667,1,42436,42436
22,TTWK000518469,2022/4/15 10:01:29,2022/4/15 10:06:27,TRUE,4.958766667,1,42532,42532
23,TTWK000534980,2022/4/15 10:02:46,2022/4/15 10:03:27,TRUE,0.6838166667,1,42526,42526
24,TTWK000444415,2022/4/15 10:03:04,2022/4/15 12:11:13,TRUE,128.1476833,1,83931,83931
25,TTWK000518463,2022/4/15 10:03:37,2022/4/15 10:07:07,TRUE,3.484583333,1,42526,42526
26,TTWK000518470,2022/4/15 10:06:50,2022/4/15 10:09:55,TRUE,3.082066667,1,42532,42532
27,TTWK000534981,2022/4/15 10:07:23,2022/4/15 10:08:10,TRUE,0.7766833333,1,42526,42526
28,TTWK000518464,2022/4/15 10:08:36,2022/4/15 10:18:12,TRUE,9.600733333,1,42526,42526
29,TTWK000444416,2022/4/15 10:10:41,2022/4/15 10:12:09,TRUE,1.477816667,1,42532,42532
30,TTWK000518473,2022/4/15 10:12:34,2022/4/15 10:38:13,TRUE,25.66133333,1,42532,42532
31,TTWK000518474,2022/4/15 10:32:55,2022/4/15 10:51:02,TRUE,18.12161667,1,42436,42436
32,TTWK000534984,2022/4/15 10:42:21,2022/4/15 10:44:16,TRUE,1.912,1,42532,42532
