,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000570861,2022-07-12 09:58:08,2022-07-12 10:02:42,TRUE,4.569833333,1,42550,42550
1,TTWK000551177,2022-07-12 09:58:10,2022-07-12 10:08:27,TRUE,10.277,1,42522,42522
2,TTWK000551176,2022-07-12 09:58:56,2022-07-12 10:08:35,TRUE,9.6525,1,42475,42475
3,TTWK000570862,2022-07-12 10:03:14,2022-07-12 10:04:53,TRUE,1.650016667,1,42550,42550
4,TTWK000583514,2022-07-12 10:47:40,2022-07-12 10:51:53,TRUE,4.209866667,1,42436,42436
5,TTWK000576341,2022-07-12 10:52:34,2022-07-12 10:53:34,TRUE,0.99045,1,42532,42532
6,TTWK000576342,2022-07-12 10:54:12,2022-07-12 10:57:04,TRUE,2.87455,1,42532,42532
7,TTWK000583513,2022-07-12 10:54:15,2022-07-12 10:56:20,TRUE,2.079333333,1,42436,42436
8,TTWK000576343,2022-07-12 10:57:19,2022-07-12 10:57:31,TRUE,0.1979166667,1,42532,42532
9,TTWK000583512,2022-07-12 10:57:32,2022-07-12 10:58:23,TRUE,0.8479166667,1,42596,42596
10,TTWK000576344,2022-07-12 10:58:26,2022-07-12 10:59:04,TRUE,0.6292,1,42532,42532
11,TTWK000583504,2022-07-12 10:59:30,2022-07-12 11:00:22,TRUE,0.8774666667,1,42532,42532
12,TTWK000551212,2022-07-12 11:00:38,2022-07-12 11:00:56,TRUE,0.3029333333,1,42532,42532
13,TTWK000551211,2022-07-12 11:01:46,2022-07-12 11:05:10,TRUE,3.398316667,1,42532,42532
14,TTWK000583522,2022-07-12 11:04:38,2022-07-12 11:19:33,TRUE,14.9162,1,42436,42436
15,TTWK000551214,2022-07-12 11:10:59,2022-07-12 11:11:09,TRUE,0.1750333333,1,42532,42532
16,TTWK000551217,2022-07-12 11:11:32,2022-07-12 11:16:54,TRUE,5.36425,1,42532,42532
17,TTWK000551216,2022-07-12 11:17:09,2022-07-12 11:18:55,TRUE,1.769333333,1,42532,42532
18,TTWK000551215,2022-07-12 11:19:07,2022-07-12 11:20:38,TRUE,1.5199,1,42532,42532
19,TTWK000551224,2022-07-12 11:20:43,2022-07-12 11:22:48,TRUE,2.08315,1,42436,42436
20,TTWK000551227,2022-07-12 11:21:04,2022-07-12 11:22:18,TRUE,1.230333333,1,42532,42532
21,TTWK000551228,2022-07-12 11:22:27,2022-07-12 11:23:26,TRUE,0.9774666667,1,42532,42532
22,TTWK000551226,2022-07-12 11:23:12,2022-07-12 11:26:07,TRUE,2.92655,1,42436,42436
23,TTWK000551230,2022-07-12 11:23:37,2022-07-12 11:23:47,TRUE,0.1609833333,1,42532,42532
24,TTWK000551229,2022-07-12 11:24:29,2022-07-12 11:24:38,TRUE,0.1600666667,1,42532,42532
25,TTWK000551213,2022-07-12 11:25:46,2022-07-12 11:28:13,TRUE,2.449083333,1,42532,42532
26,TTWK000551225,2022-07-12 11:26:45,2022-07-12 11:31:44,TRUE,4.982983333,1,42436,42436
27,TTWK000551241,2022-07-12 11:28:44,2022-07-12 11:31:13,TRUE,2.4788,1,42532,42532
28,TTWK000551240,2022-07-12 11:31:25,2022-07-12 11:32:01,TRUE,0.59765,1,42532,42532
29,TTWK000576351,2022-07-12 11:32:40,2022-07-12 11:32:51,TRUE,0.1707,1,42532,42532
30,TTWK000583518,2022-07-12 11:35:04,2022-07-12 11:35:23,TRUE,0.3268,1,42532,42532
31,TTWK000583519,2022-07-12 11:35:14,2022-07-12 11:35:32,TRUE,0.3136833333,1,42532,42532
32,TTWK000551238,2022-07-12 11:36:01,2022-07-12 11:36:11,TRUE,0.1635166667,1,42532,42532
33,TTWK000551237,2022-07-12 11:36:22,2022-07-12 11:36:34,TRUE,0.2108333333,1,42532,42532
34,TTWK000551239,2022-07-12 11:36:44,2022-07-12 11:38:50,TRUE,2.093716667,1,42532,42532
36,TTWK000551244,2022-07-12 11:39:02,2022-07-12 11:49:09,TRUE,10.12171667,1,42532,42532
37,TTWK000551249,2022-07-12 11:39:25,2022-07-12 11:39:38,TRUE,0.2222,1,42436,42436
38,TTWK000551256,2022-07-12 11:40:12,2022-07-12 11:59:13,TRUE,19.0279,1,103001,103001
39,TTWK000576357,2022-07-12 11:40:26,2022-07-12 11:40:52,TRUE,0.4231,1,42436,42436
40,TTWK000551253,2022-07-12 11:45:45,2022-07-12 11:46:08,TRUE,0.3814166667,1,42436,42436
41,TTWK000551252,2022-07-12 11:46:24,2022-07-12 11:46:53,TRUE,0.4846166667,1,42436,42436
42,TTWK000551254,2022-07-12 11:47:07,2022-07-12 11:50:13,TRUE,3.097616667,1,42436,42436
43,TTWK000583529,2022-07-12 11:50:36,2022-07-12 11:50:47,TRUE,0.1832166667,1,42436,42436
44,TTWK000551242,2022-07-12 11:52:39,2022-07-12 11:53:37,TRUE,0.9687333333,1,42532,42532
45,TTWK000583523,2022-07-12 11:52:47,2022-07-12 11:53:27,TRUE,0.6667666667,1,42532,42532
46,TTWK000551243,2022-07-12 11:53:08,2022-07-12 11:53:17,TRUE,0.1570833333,1,42532,42532
47,TTWK000551246,2022-07-12 11:54:01,2022-07-12 11:57:51,TRUE,3.829983333,1,42532,42532
48,TTWK000551255,2022-07-12 11:56:45,2022-07-12 11:56:57,TRUE,0.2051333333,1,42436,42436
49,TTWK000551247,2022-07-12 11:58:10,2022-07-12 12:00:11,TRUE,2.014316667,1,42532,42532
50,TTWK000583527,2022-07-12 12:06:10,2022-07-12 12:06:53,TRUE,0.7259,1,42550,42550
51,TTWK000583520,2022-07-12 12:07:04,2022-07-12 12:07:15,TRUE,0.1752833333,1,42550,42550
52,TTWK000583515,2022-07-12 12:07:37,2022-07-12 12:08:16,TRUE,0.6569666667,1,42550,42550
53,TTWK000583521,2022-07-12 12:08:26,2022-07-12 12:09:25,TRUE,0.98315,1,42550,42550
54,TTWK000551277,2022-07-12 12:13:03,2022-07-12 13:51:09,TRUE,98.10323333,1,118401,118401
55,TTWK000551276,2022-07-12 12:58:27,2022-07-12 13:29:05,TRUE,30.63098333,1,42475,42475
56,TTWK000551245,2022-07-12 13:03:27,2022-07-12 13:05:23,TRUE,1.9377,1,102948,102948
57,TTWK000551278,2022-07-12 13:05:42,2022-07-12 13:39:08,TRUE,33.4277,1,42550,42550
60,TTWK000551248,2022-07-12 13:11:44,2022-07-12 13:13:59,TRUE,2.242783333,1,89384,89384
61,TTWK000551267,2022-07-12 13:14:24,2022-07-12 13:14:16,TRUE,-0.1289333333,1,89384,89384
62,TTWK000583545,2022-07-12 13:15:18,2022-07-12 13:15:41,TRUE,0.3708833333,1,89384,89384
63,TTWK000583543,2022-07-12 13:15:53,2022-07-12 13:16:33,TRUE,0.6679833333,1,89384,89384
64,TTWK000583544,2022-07-12 13:16:44,2022-07-12 13:17:08,TRUE,0.4004333333,1,89384,89384
65,TTWK000551251,2022-07-12 13:17:22,2022-07-12 13:17:42,TRUE,0.3302,1,89384,89384
66,TTWK000551250,2022-07-12 13:17:51,2022-07-12 13:18:29,TRUE,0.6309833333,1,89384,89384
67,TTWK000576352,2022-07-12 13:18:41,2022-07-12 13:19:13,TRUE,0.5358166667,1,89384,89384
68,TTWK000583516,2022-07-12 13:19:31,2022-07-12 13:20:43,TRUE,1.194316667,1,89384,89384
69,TTWK000583542,2022-07-12 13:20:52,2022-07-12 13:21:32,TRUE,0.6567333333,1,89384,89384
70,TTWK000583539,2022-07-12 13:20:53,2022-07-12 13:21:45,TRUE,0.8570333333,1,102948,102948
71,TTWK000551266,2022-07-12 13:21:42,2022-07-12 13:24:11,TRUE,2.47955,1,89384,89384
72,TTWK000583540,2022-07-12 13:22:00,2022-07-12 13:23:05,TRUE,1.067266667,1,102948,102948
73,TTWK000583538,2022-07-12 13:23:20,2022-07-12 13:24:23,TRUE,1.056766667,1,102948,102948
74,TTWK000583517,2022-07-12 13:24:19,2022-07-12 13:24:41,TRUE,0.3658,1,89384,89384
75,TTWK000551257,2022-07-12 13:24:37,2022-07-12 13:30:41,TRUE,6.0699,1,102948,102948
76,TTWK000551265,2022-07-12 13:24:56,2022-07-12 13:25:49,TRUE,0.8982333333,1,89384,89384
77,TTWK000583530,2022-07-12 13:25:59,2022-07-12 13:26:33,TRUE,0.5674833333,1,89384,89384
78,TTWK000583532,2022-07-12 13:26:42,2022-07-12 13:27:18,TRUE,0.6012,1,89384,89384
79,TTWK000551258,2022-07-12 13:27:27,2022-07-12 13:27:38,TRUE,0.18375,1,89384,89384
81,TTWK000551268,2022-07-12 13:28:20,2022-07-12 13:29:07,TRUE,0.7967333333,1,89384,89384
82,TTWK000551269,2022-07-12 13:29:18,2022-07-12 13:32:02,TRUE,2.7339,1,89384,89384
83,TTWK000583533,2022-07-12 13:31:03,2022-07-12 13:31:47,TRUE,0.7283166667,1,102948,102948
84,TTWK000551259,2022-07-12 13:31:58,2022-07-12 13:32:48,TRUE,0.841,1,102948,102948
85,TTWK000551289,2022-07-12 13:32:14,2022-07-12 13:33:20,TRUE,1.09665,1,89384,89384
86,TTWK000583534,2022-07-12 13:33:01,2022-07-12 13:33:32,TRUE,0.5085,1,102948,102948
87,TTWK000583548,2022-07-12 13:33:33,2022-07-12 13:34:01,TRUE,0.4663833333,1,89384,89384
88,TTWK000583535,2022-07-12 13:33:45,2022-07-12 13:34:29,TRUE,0.7248666667,1,102948,102948
89,TTWK000583549,2022-07-12 13:34:12,2022-07-12 13:34:50,TRUE,0.6358833333,1,89384,89384
90,TTWK000551273,2022-07-12 13:35:01,2022-07-12 13:37:51,TRUE,2.825483333,1,102948,102948
91,TTWK000583550,2022-07-12 13:35:03,2022-07-12 13:35:47,TRUE,0.73605,1,89384,89384
93,TTWK000576368,2022-07-12 13:35:41,2022-07-12 13:36:06,TRUE,0.4226666667,1,42436,42436
94,TTWK000583560,2022-07-12 13:36:30,2022-07-12 13:36:43,TRUE,0.2238666667,1,42436,42436
95,TTWK000583553,2022-07-12 13:36:58,2022-07-12 13:38:35,TRUE,1.623066667,1,42436,42436
96,TTWK000551275,2022-07-12 13:38:18,2022-07-12 13:42:28,TRUE,4.17885,1,102948,102948
97,TTWK000576369,2022-07-12 13:39:01,2022-07-12 13:43:38,TRUE,4.616833333,1,42436,42436
98,TTWK000551272,2022-07-12 13:43:04,2022-07-12 13:45:56,TRUE,2.868833333,1,102948,102948
99,TTWK000583572,2022-07-12 13:46:09,2022-07-12 13:47:48,TRUE,1.64945,1,102948,102948
100,TTWK000583556,2022-07-12 13:46:35,2022-07-12 13:46:48,TRUE,0.2165666667,1,42436,42436
101,TTWK000583557,2022-07-12 13:47:01,2022-07-12 13:48:06,TRUE,1.082933333,1,42436,42436
102,TTWK000583573,2022-07-12 13:48:03,2022-07-12 13:49:22,TRUE,1.326133333,1,102948,102948
103,TTWK000551298,2022-07-12 13:48:31,2022-07-12 13:55:02,TRUE,6.51375,1,42475,42475
104,TTWK000583574,2022-07-12 13:53:13,2022-07-12 13:55:29,TRUE,2.272233333,1,118401,118401
105,TTWK000583562,2022-07-12 13:54:37,2022-07-12 13:55:13,TRUE,0.5931,1,118427,118427
106,TTWK000583561,2022-07-12 13:55:28,2022-07-12 13:56:07,TRUE,0.6574166667,1,118427,118427
107,TTWK000583575,2022-07-12 13:55:43,2022-07-12 13:56:27,TRUE,0.7398166667,1,118401,118401
108,TTWK000583551,2022-07-12 13:56:15,2022-07-12 13:59:18,TRUE,3.05165,1,42436,42436
109,TTWK000583563,2022-07-12 13:56:20,2022-07-12 13:57:47,TRUE,1.439333333,1,118427,118427
110,TTWK000583578,2022-07-12 13:56:34,2022-07-12 13:58:14,TRUE,1.661783333,1,102948,102948
111,TTWK000583576,2022-07-12 13:56:38,2022-07-12 13:58:22,TRUE,1.716733333,1,118401,118401
112,TTWK000583564,2022-07-12 13:58:04,2022-07-12 13:59:31,TRUE,1.4454,1,118427,118427
113,TTWK000583579,2022-07-12 13:58:31,2022-07-12 13:59:59,TRUE,1.4712,1,102948,102948
114,TTWK000583590,2022-07-12 13:59:41,2022-07-12 14:01:08,TRUE,1.437333333,1,42436,42436
115,TTWK000583566,2022-07-12 14:00:00,2022-07-12 14:01:25,TRUE,1.418066667,1,118427,118427
116,TTWK000583567,2022-07-12 14:01:43,2022-07-12 14:02:38,TRUE,0.92715,1,118427,118427
