,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000513456,2022/5/1 9:50:26,2022/5/1 10:05:52,TRUE,15.44591667,1,42505,42505
1,TTWK000513462,2022/5/1 10:02:23,2022/5/1 10:11:49,TRUE,9.434916667,1,43967,43967
2,TTWK000531954,2022/5/1 10:02:33,2022/5/1 10:39:05,TRUE,36.53258333,1,42457,42457
3,TTWK000531950,2022/5/1 10:03:35,2022/5/1 10:16:21,TRUE,12.77125,1,42475,42475
4,TTWK000531953,2022/5/1 10:07:14,2022/5/1 10:15:29,TRUE,8.249283333,1,42505,42505
5,TTWK000513455,2022/5/1 10:16:25,2022/5/1 10:21:43,TRUE,5.306133333,1,42505,42505
6,TTWK000531952,2022/5/1 10:23:02,2022/5/1 10:38:17,TRUE,15.24248333,1,42475,42475
7,TTWK000531949,2022/5/1 10:23:09,2022/5/1 10:32:22,TRUE,9.2236,1,42505,42505
8,TTWK000531955,2022/5/1 10:26:38,2022/5/1 10:45:10,TRUE,18.52821667,1,43967,43967
9,TTWK000531957,2022/5/1 10:34:08,2022/5/1 10:39:11,TRUE,5.0497,1,42555,42555
10,TTWK000513464,2022/5/1 10:34:33,2022/5/1 10:38:08,TRUE,3.5808,1,42505,42505
11,TTWK000552924,2022/5/1 10:38:20,2022/5/1 10:40:16,TRUE,1.91875,1,42505,42505
12,TTWK000531960,2022/5/1 10:38:29,2022/5/1 10:42:24,TRUE,3.913433333,1,47353,47353
13,TTWK000534043,2022/5/1 10:39:29,2022/5/1 10:40:06,TRUE,0.6218833333,1,42555,42555
14,TTWK000513466,2022/5/1 10:40:27,2022/5/1 10:43:47,TRUE,3.335566667,1,42505,42505
15,TTWK000531958,2022/5/1 10:40:33,2022/5/1 10:46:59,TRUE,6.427916667,1,42555,42555
16,TTWK000531961,2022/5/1 10:40:38,2022/5/1 10:42:11,TRUE,1.54555,1,42475,42475
17,TTWK000531962,2022/5/1 10:41:14,2022/5/1 10:58:22,TRUE,17.12755,1,42457,42457
18,TTWK000513467,2022/5/1 10:42:38,2022/5/1 10:44:20,TRUE,1.694166667,1,47353,47353
19,TTWK000531959,2022/5/1 10:44:10,2022/5/1 10:47:09,TRUE,2.9828,1,42505,42505
20,TTWK000552920,2022/5/1 10:45:37,2022/5/1 10:48:02,TRUE,2.421,1,47353,47353
21,TTWK000552921,2022/5/1 10:46:33,2022/5/1 10:48:58,TRUE,2.40835,1,43967,43967
22,TTWK000513465,2022/5/1 10:47:26,2022/5/1 10:49:14,TRUE,1.804233333,1,42505,42505
23,TTWK000534048,2022/5/1 10:47:40,2022/5/1 10:48:45,TRUE,1.089883333,1,42555,42555
24,TTWK000534038,2022/5/1 10:49:02,2022/5/1 10:50:28,TRUE,1.431533333,1,47353,47353
25,TTWK000552922,2022/5/1 10:49:20,2022/5/1 10:51:31,TRUE,2.177383333,1,42555,42555
26,TTWK000513457,2022/5/1 10:49:22,2022/5/1 10:51:15,TRUE,1.88885,1,43967,43967
27,TTWK000534039,2022/5/1 10:50:55,2022/5/1 10:52:37,TRUE,1.706066667,1,47353,47353
28,TTWK000513463,2022/5/1 10:52:14,2022/5/1 10:54:23,TRUE,2.1557,1,42505,42505
29,TTWK000513458,2022/5/1 10:52:25,2022/5/1 10:53:09,TRUE,0.7328666667,1,42555,42555
30,TTWK000513470,2022/5/1 10:52:30,2022/5/1 10:53:16,TRUE,0.7561,1,42475,42475
31,TTWK000534047,2022/5/1 10:52:37,2022/5/1 10:53:52,TRUE,1.254366667,1,43967,43967
32,TTWK000552923,2022/5/1 10:53:37,2022/5/1 10:54:44,TRUE,1.111083333,1,42555,42555
33,TTWK000552931,2022/5/1 10:53:38,2022/5/1 10:55:14,TRUE,1.61305,1,42475,42475
34,TTWK000513461,2022/5/1 10:55:33,,尚未完成,,1,42555,42555
35,TTWK000534050,2022/5/1 11:01:55,2022/5/1 11:02:50,TRUE,0.915,1,43967,43967
36,TTWK000552926,2022/5/1 11:03:01,2022/5/1 11:16:53,TRUE,13.8673,1,43967,43967
37,TTWK000531964,2022/5/1 11:28:39,2022/5/1 11:32:34,TRUE,3.91425,1,43967,43967
38,TTWK000531963,2022/5/1 11:34:38,2022/5/1 11:45:27,TRUE,10.82098333,1,43967,43967
39,TTWK000534051,2022/5/1 11:46:07,2022/5/1 11:48:22,TRUE,2.247983333,1,43967,43967
40,TTWK000534045,2022/5/1 11:48:53,2022/5/1 11:50:43,TRUE,1.833683333,1,43967,43967
41,TTWK000552925,2022/5/1 11:51:07,2022/5/1 11:54:42,TRUE,3.588383333,1,43967,43967
