,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000532134,2022/5/5 8:23:37,2022/5/5 8:24:09,TRUE,0.5276166667,1,79217,79217
1,TTWK000532131,2022/5/5 8:24:24,2022/5/5 8:25:11,TRUE,0.7825166667,1,79217,79217
2,TTWK000532132,2022/5/5 8:25:24,2022/5/5 8:26:10,TRUE,0.7588,1,79217,79217
3,TTWK000532133,2022/5/5 8:26:26,2022/5/5 8:26:53,TRUE,0.4571666667,1,79217,79217
4,TTWK000532135,2022/5/5 8:27:12,2022/5/5 8:27:40,TRUE,0.4699666667,1,79217,79217
5,TTWK000536640,2022/5/5 8:27:49,2022/5/5 8:28:36,TRUE,0.7880833333,1,103001,103001
6,TTWK000532136,2022/5/5 8:27:50,2022/5/5 8:28:01,TRUE,0.1730833333,1,79217,79217
7,TTWK000536638,2022/5/5 8:28:39,2022/5/5 8:29:52,TRUE,1.210016667,1,79217,79217
8,TTWK000536641,2022/5/5 8:28:49,2022/5/5 8:30:04,TRUE,1.25775,1,103001,103001
9,TTWK000536639,2022/5/5 8:30:07,2022/5/5 8:30:54,TRUE,0.7954166667,1,79217,79217
10,TTWK000536642,2022/5/5 8:30:20,2022/5/5 8:31:54,TRUE,1.567333333,1,103001,103001
11,TTWK000513668,2022/5/5 8:32:07,2022/5/5 8:33:00,TRUE,0.8792166667,1,79217,79217
12,TTWK000536644,2022/5/5 8:33:18,2022/5/5 8:34:21,TRUE,1.043683333,1,79217,79217
13,TTWK000536643,2022/5/5 8:35:07,2022/5/5 8:35:52,TRUE,0.7537166667,1,79217,79217
14,TTWK000536646,2022/5/5 8:36:10,2022/5/5 8:37:07,TRUE,0.9514333333,1,79217,79217
15,TTWK000553540,2022/5/5 8:37:51,2022/5/5 8:38:23,TRUE,0.52975,1,79217,79217
16,TTWK000513669,2022/5/5 8:38:44,,尚未完成,,1,79217,79217
17,TTWK000553539,2022/5/5 8:39:39,2022/5/5 8:40:45,TRUE,1.09945,1,79217,79217
18,TTWK000536645,2022/5/5 8:39:57,2022/5/5 8:41:00,TRUE,1.060416667,1,103001,103001
19,TTWK000536655,2022/5/5 8:41:14,2022/5/5 8:42:22,TRUE,1.134733333,1,79217,79217
20,TTWK000536653,2022/5/5 8:42:39,2022/5/5 8:43:34,TRUE,0.91175,1,79217,79217
21,TTWK000536654,2022/5/5 8:43:46,2022/5/5 8:44:55,TRUE,1.15725,1,79217,79217
22,TTWK000536656,2022/5/5 8:45:07,2022/5/5 8:46:05,TRUE,0.95805,1,79217,79217
23,TTWK000536657,2022/5/5 8:46:18,2022/5/5 8:47:11,TRUE,0.88055,1,79217,79217
24,TTWK000536652,2022/5/5 8:47:28,2022/5/5 8:48:14,TRUE,0.7561333333,1,79217,79217
25,TTWK000536651,2022/5/5 8:48:26,2022/5/5 8:49:31,TRUE,1.07885,1,79217,79217
26,TTWK000532142,2022/5/5 9:16:25,2022/5/5 9:17:08,TRUE,0.71935,1,103001,103001
27,TTWK000532141,2022/5/5 9:17:23,2022/5/5 9:18:12,TRUE,0.8139166667,1,103001,103001
28,TTWK000536658,2022/5/5 9:20:04,2022/5/5 9:20:59,TRUE,0.9180833333,1,103001,103001
29,TTWK000553543,2022/5/5 9:21:14,2022/5/5 9:22:11,TRUE,0.9481666667,1,103001,103001
30,TTWK000536659,2022/5/5 9:22:46,2022/5/5 9:23:44,TRUE,0.9521666667,1,103001,103001
31,TTWK000536660,2022/5/5 9:24:05,2022/5/5 9:25:11,TRUE,1.0869,1,103001,103001
32,TTWK000536647,2022/5/5 9:25:23,2022/5/5 9:26:53,TRUE,1.503833333,1,103001,103001
33,TTWK000553541,2022/5/5 9:27:13,2022/5/5 9:28:23,TRUE,1.170483333,1,103001,103001
34,TTWK000536648,2022/5/5 9:27:42,2022/5/5 9:28:41,TRUE,0.98735,1,79217,79217
35,TTWK000536650,2022/5/5 9:28:56,2022/5/5 9:29:43,TRUE,0.7709666667,1,79217,79217
36,TTWK000536649,2022/5/5 9:29:54,2022/5/5 9:30:50,TRUE,0.9333,1,79217,79217
37,TTWK000536661,2022/5/5 9:31:04,2022/5/5 9:32:39,TRUE,1.5907,1,79217,79217
