,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000571162,2022-07-15 08:15:27,2022-07-15 08:15:40,TRUE,0.209,1,102990,102990
1,TTWK000571164,2022-07-15 08:15:49,2022-07-15 08:16:00,TRUE,0.16985,1,102990,102990
2,TTWK000571176,2022-07-15 08:16:00,2022-07-15 08:16:20,TRUE,0.3334833333,1,51999,51999
4,TTWK000571175,2022-07-15 08:17:10,2022-07-15 08:17:29,TRUE,0.3146333333,1,42436,42436
5,TTWK000571180,2022-07-15 08:17:13,2022-07-15 08:17:24,TRUE,0.1756166667,1,102990,102990
6,TTWK000571183,2022-07-15 08:24:18,2022-07-15 08:38:04,TRUE,13.7637,1,51999,51999
7,TTWK000571157,2022-07-15 08:26:03,2022-07-15 08:26:36,TRUE,0.55185,1,42436,42436
8,TTWK000571207,2022-07-15 08:45:38,2022-07-15 08:54:49,TRUE,9.177983333,1,42436,42436
9,TTWK000571205,2022-07-15 08:46:32,2022-07-15 08:46:53,TRUE,0.3350333333,1,51999,51999
10,TTWK000571204,2022-07-15 08:47:09,2022-07-15 08:47:27,TRUE,0.3038666667,1,51999,51999
11,TTWK000571203,2022-07-15 08:47:52,2022-07-15 08:50:12,TRUE,2.332583333,1,51999,51999
12,TTWK000551831,2022-07-15 10:38:02,2022-07-15 10:43:22,TRUE,5.334833333,1,51999,51999
13,TTWK000551830,2022-07-15 10:43:54,2022-07-15 10:51:23,TRUE,7.484166667,1,51999,51999
14,TTWK000551829,2022-07-15 10:52:18,2022-07-15 10:57:26,TRUE,5.1376,1,51999,51999
15,TTWK000551860,2022-07-15 10:56:44,2022-07-15 11:08:56,TRUE,12.19371667,1,42436,42436
16,TTWK000551847,2022-07-15 11:09:17,2022-07-15 11:14:06,TRUE,4.810166667,1,42436,42436
17,TTWK000551832,2022-07-15 11:15:26,2022-07-15 11:30:00,TRUE,14.55873333,1,42436,42436
18,TTWK000551828,2022-07-15 11:30:22,2022-07-15 11:33:33,TRUE,3.176483333,1,42436,42436
19,TTWK000551846,2022-07-15 11:36:18,2022-07-15 11:45:22,TRUE,9.069483333,1,42436,42436
20,TTWK000551859,2022-07-15 11:45:40,2022-07-15 11:48:00,TRUE,2.329433333,1,42436,42436
21,TTWK000551857,2022-07-15 11:47:28,2022-07-15 11:51:23,TRUE,3.919183333,1,42526,42526
22,TTWK000551856,2022-07-15 11:51:45,2022-07-15 11:55:26,TRUE,3.687233333,1,42526,42526
23,TTWK000571213,2022-07-15 12:01:09,2022-07-15 12:02:35,TRUE,1.433916667,1,47353,47353
24,TTWK000551869,2022-07-15 12:01:11,2022-07-15 12:06:58,TRUE,5.78185,1,103001,103001
25,TTWK000571200,2022-07-15 12:01:22,2022-07-15 12:03:17,TRUE,1.905983333,1,102990,102990
26,TTWK000571210,2022-07-15 12:02:49,2022-07-15 12:04:09,TRUE,1.336616667,1,47353,47353
27,TTWK000585711,2022-07-15 12:03:54,2022-07-15 12:05:15,TRUE,1.360083333,1,102990,102990
28,TTWK000551865,2022-07-15 12:04:38,2022-07-15 12:07:10,TRUE,2.530666667,1,47353,47353
29,TTWK000585712,2022-07-15 12:05:31,2022-07-15 12:08:39,TRUE,3.1324,1,102990,102990
30,TTWK000551868,2022-07-15 12:07:14,2022-07-15 12:08:10,TRUE,0.9344666667,1,103001,103001
31,TTWK000551864,2022-07-15 12:07:25,2022-07-15 12:08:07,TRUE,0.7022333333,1,47353,47353
32,TTWK000551867,2022-07-15 12:08:23,2022-07-15 12:08:55,TRUE,0.5219833333,1,103001,103001
33,TTWK000551866,2022-07-15 12:08:34,2022-07-15 12:10:44,TRUE,2.161366667,1,47353,47353
34,TTWK000551890,2022-07-15 12:08:54,2022-07-15 12:17:38,TRUE,8.72325,1,102990,102990
35,TTWK000551891,2022-07-15 12:09:20,2022-07-15 12:12:00,TRUE,2.664333333,1,103001,103001
36,TTWK000551870,2022-07-15 12:11:13,2022-07-15 12:11:57,TRUE,0.72625,1,47353,47353
37,TTWK000585710,2022-07-15 12:12:16,2022-07-15 12:12:59,TRUE,0.7109166667,1,47353,47353
38,TTWK000571201,2022-07-15 12:12:46,2022-07-15 12:13:54,TRUE,1.1251,1,103001,103001
39,TTWK000585709,2022-07-15 12:13:17,2022-07-15 12:14:11,TRUE,0.8991,1,47353,47353
40,TTWK000571212,2022-07-15 12:14:11,2022-07-15 12:14:47,TRUE,0.59235,1,103001,103001
41,TTWK000585708,2022-07-15 12:14:28,2022-07-15 12:15:12,TRUE,0.7331166667,1,47353,47353
42,TTWK000571214,2022-07-15 12:15:05,2022-07-15 12:18:19,TRUE,3.2358,1,103001,103001
43,TTWK000585713,2022-07-15 12:15:32,2022-07-15 12:17:06,TRUE,1.563716667,1,47353,47353
44,TTWK000551892,2022-07-15 12:17:22,2022-07-15 12:19:46,TRUE,2.398116667,1,47353,47353
45,TTWK000551895,2022-07-15 12:17:59,2022-07-15 12:20:52,TRUE,2.874816667,1,102990,102990
46,TTWK000571211,2022-07-15 12:18:31,2022-07-15 12:21:26,TRUE,2.904783333,1,103001,103001
47,TTWK000585730,2022-07-15 12:20:11,2022-07-15 12:26:35,TRUE,6.398116667,1,47353,47353
48,TTWK000551894,2022-07-15 12:21:03,2022-07-15 12:21:40,TRUE,0.6144833333,1,102990,102990
49,TTWK000551893,2022-07-15 12:21:53,2022-07-15 12:22:38,TRUE,0.7449666667,1,102990,102990
50,TTWK000551897,2022-07-15 12:22:17,2022-07-15 12:22:49,TRUE,0.52505,1,103001,103001
51,TTWK000585714,2022-07-15 12:22:51,2022-07-15 12:24:17,TRUE,1.436216667,1,102990,102990
52,TTWK000551896,2022-07-15 12:23:29,2022-07-15 12:23:39,TRUE,0.1778833333,1,103001,103001
53,TTWK000551899,2022-07-15 12:24:28,2022-07-15 12:24:56,TRUE,0.4584666667,1,102990,102990
54,TTWK000551898,2022-07-15 12:25:06,2022-07-15 12:25:29,TRUE,0.3821333333,1,102990,102990
55,TTWK000551901,2022-07-15 12:25:40,2022-07-15 12:25:51,TRUE,0.1785666667,1,103001,103001
56,TTWK000551871,2022-07-15 12:25:55,2022-07-15 12:26:46,TRUE,0.8414666667,1,102990,102990
57,TTWK000585715,2022-07-15 12:26:02,2022-07-15 12:26:12,TRUE,0.1788333333,1,103001,103001
58,TTWK000551900,2022-07-15 12:26:24,2022-07-15 12:26:36,TRUE,0.1936,1,103001,103001
59,TTWK000551889,2022-07-15 12:26:54,2022-07-15 12:29:16,TRUE,2.36955,1,103001,103001
60,TTWK000551872,2022-07-15 12:26:58,2022-07-15 12:30:26,TRUE,3.468033333,1,102990,102990
61,TTWK000585731,2022-07-15 12:28:04,2022-07-15 12:30:14,TRUE,2.178433333,1,47353,47353
62,TTWK000551878,2022-07-15 12:29:29,2022-07-15 12:30:40,TRUE,1.183883333,1,103001,103001
63,TTWK000585732,2022-07-15 12:30:29,2022-07-15 12:31:58,TRUE,1.474183333,1,47353,47353
64,TTWK000551903,2022-07-15 12:30:44,2022-07-15 12:32:46,TRUE,2.033666667,1,102990,102990
65,TTWK000551873,2022-07-15 12:31:09,2022-07-15 12:40:41,TRUE,9.52685,1,103001,103001
66,TTWK000585736,2022-07-15 12:32:52,2022-07-15 12:34:34,TRUE,1.70415,1,47353,47353
67,TTWK000585735,2022-07-15 12:33:01,2022-07-15 12:33:54,TRUE,0.8808,1,102990,102990
68,TTWK000551906,2022-07-15 12:35:01,2022-07-15 12:43:09,TRUE,8.1356,1,102990,102990
69,TTWK000585737,2022-07-15 12:35:03,2022-07-15 12:36:04,TRUE,1.015183333,1,47353,47353
70,TTWK000551904,2022-07-15 12:36:18,2022-07-15 12:37:24,TRUE,1.096833333,1,47353,47353
