,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000516370,2022/3/2 8:56:09,2022/3/2 9:00:23,TRUE,4.223616667,1,118427,118427
1,TTWK000516369,2022/3/2 9:00:35,2022/3/2 9:04:22,TRUE,3.78435,1,118427,118427
2,TTWK000516379,2022/3/2 9:04:58,2022/3/2 9:05:07,TRUE,0.1534166667,1,118427,118427
3,TTWK000516378,2022/3/2 9:09:08,2022/3/2 9:09:18,TRUE,0.1741666667,1,118427,118427
4,TTWK000518225,2022/3/2 9:10:12,2022/3/2 9:10:40,TRUE,0.46335,1,118427,118427
5,TTWK000518224,2022/3/2 9:10:56,2022/3/2 9:18:12,TRUE,7.2664,1,118427,118427
6,TTWK000516376,2022/3/2 9:29:42,2022/3/2 9:34:09,TRUE,4.4487,1,118401,118401
7,TTWK000516371,2022/3/2 9:29:57,2022/3/2 9:35:19,TRUE,5.358866667,1,42436,42436
8,TTWK000518229,2022/3/2 9:33:43,2022/3/2 9:34:57,TRUE,1.231333333,1,42526,42526
9,TTWK000469765,2022/3/2 9:34:22,2022/3/2 9:37:06,TRUE,2.7235,1,118401,118401
10,TTWK000518228,2022/3/2 9:35:07,2022/3/2 9:35:47,TRUE,0.6688833333,1,42526,42526
11,TTWK000516373,2022/3/2 9:35:41,2022/3/2 9:40:08,TRUE,4.449966667,1,42436,42436
12,TTWK000518227,2022/3/2 9:36:06,2022/3/2 9:38:20,TRUE,2.23375,1,42526,42526
13,TTWK000469763,2022/3/2 9:37:30,2022/3/2 9:40:24,TRUE,2.9028,1,118401,118401
14,TTWK000516377,2022/3/2 9:38:33,2022/3/2 9:43:20,TRUE,4.780683333,1,42526,42526
15,TTWK000516383,2022/3/2 9:40:24,2022/3/2 9:41:56,TRUE,1.52705,1,103020,103020
16,TTWK000469759,2022/3/2 9:40:29,2022/3/2 9:42:30,TRUE,2.013283333,1,42436,42436
17,TTWK000469764,2022/3/2 9:40:52,2022/3/2 9:42:44,TRUE,1.874283333,1,118401,118401
18,TTWK000469762,2022/3/2 9:42:58,2022/3/2 9:43:11,TRUE,0.2079166667,1,118401,118401
19,TTWK000516381,2022/3/2 9:43:36,2022/3/2 9:45:13,TRUE,1.629766667,1,42526,42526
20,TTWK000516374,2022/3/2 9:44:13,2022/3/2 9:52:58,TRUE,8.743816667,1,42436,42436
21,TTWK000516384,2022/3/2 9:44:37,2022/3/2 9:58:13,TRUE,13.60183333,1,118401,118401
22,TTWK000516382,2022/3/2 9:45:48,2022/3/2 9:47:59,TRUE,2.18925,1,42526,42526
23,TTWK000516375,2022/3/2 9:46:41,2022/3/2 9:47:31,TRUE,0.8340166667,1,118401,118401
24,TTWK000518231,2022/3/2 9:48:00,2022/3/2 9:49:21,TRUE,1.341533333,1,118401,118401
25,TTWK000469766,2022/3/2 9:48:14,2022/3/2 9:49:13,TRUE,0.997,1,42526,42526
26,TTWK000469769,2022/3/2 9:49:36,2022/3/2 9:54:19,TRUE,4.7251,1,42526,42526
27,TTWK000516386,2022/3/2 9:49:43,2022/3/2 9:53:05,TRUE,3.358033333,1,118401,118401
28,TTWK000518230,2022/3/2 9:51:11,2022/3/2 9:53:33,TRUE,2.369066667,1,103020,103020
29,TTWK000469760,2022/3/2 9:53:26,2022/3/2 9:58:12,TRUE,4.7757,1,42436,42436
