,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000529114,2022/3/29 8:33:01,2022/3/29 8:33:50,TRUE,0.8197,1,102990,102990
1,TTWK000522108,2022/3/29 8:33:38,2022/3/29 8:36:00,TRUE,2.361366667,1,102990,102990
2,TTWK000529115,2022/3/29 8:37:25,2022/3/29 8:41:32,TRUE,4.106333333,1,102990,102990
3,TTWK000529137,2022/3/29 8:39:17,2022/3/29 8:46:15,TRUE,6.95715,1,42471,42471
4,TTWK000529116,2022/3/29 8:42:14,2022/3/29 8:44:56,TRUE,2.6959,1,102990,102990
5,TTWK000522215,2022/3/29 8:45:26,2022/3/29 8:46:22,TRUE,0.9347833333,1,102990,102990
6,TTWK000522218,2022/3/29 8:45:37,2022/3/29 8:48:40,TRUE,3.0565,1,102990,102990
7,TTWK000522216,2022/3/29 8:48:53,2022/3/29 8:49:56,TRUE,1.0629,1,102990,102990
8,TTWK000522219,2022/3/29 8:49:02,2022/3/29 8:50:39,TRUE,1.6077,1,102990,102990
9,TTWK000529138,2022/3/29 8:50:57,2022/3/29 8:53:47,TRUE,2.82405,1,42471,42471
10,TTWK000522217,2022/3/29 8:51:03,2022/3/29 8:52:52,TRUE,1.808916667,1,102990,102990
11,TTWK000529141,2022/3/29 8:53:29,2022/3/29 8:54:49,TRUE,1.334833333,1,102990,102990
12,TTWK000529143,2022/3/29 8:55:15,2022/3/29 8:56:22,TRUE,1.115433333,1,102990,102990
13,TTWK000529142,2022/3/29 8:55:28,2022/3/29 8:57:04,TRUE,1.601983333,1,102990,102990
14,TTWK000522109,2022/3/29 8:57:20,2022/3/29 9:00:30,TRUE,3.164033333,1,42471,42471
15,TTWK000529140,2022/3/29 8:59:07,2022/3/29 9:00:15,TRUE,1.126916667,1,102990,102990
16,TTWK000522232,2022/3/29 8:59:08,2022/3/29 8:59:58,TRUE,0.8308666667,1,51999,51999
17,TTWK000522233,2022/3/29 9:00:19,2022/3/29 9:00:57,TRUE,0.6348333333,1,51999,51999
18,TTWK000529145,2022/3/29 9:00:27,2022/3/29 9:02:46,TRUE,2.317683333,1,102990,102990
19,TTWK000492885,2022/3/29 9:00:53,2022/3/29 9:02:54,TRUE,2.02655,1,42471,42471
20,TTWK000522234,2022/3/29 9:01:24,2022/3/29 9:02:04,TRUE,0.6571,1,51999,51999
21,TTWK000522235,2022/3/29 9:02:36,2022/3/29 9:03:42,TRUE,1.102916667,1,51999,51999
22,TTWK000529146,2022/3/29 9:03:07,2022/3/29 9:06:03,TRUE,2.9401,1,102990,102990
23,TTWK000529184,2022/3/29 9:04:51,2022/3/29 9:06:23,TRUE,1.532766667,1,51999,51999
24,TTWK000529155,2022/3/29 9:05:52,2022/3/29 9:12:53,TRUE,7.020333333,1,42471,42471
25,TTWK000529152,2022/3/29 9:06:03,2022/3/29 9:13:03,TRUE,7.0018,1,42471,42471
26,TTWK000529151,2022/3/29 9:06:13,2022/3/29 9:13:13,TRUE,7.009516667,1,42471,42471
27,TTWK000529144,2022/3/29 9:06:47,2022/3/29 9:08:03,TRUE,1.268616667,1,102990,102990
28,TTWK000529185,2022/3/29 9:07:14,2022/3/29 9:09:48,TRUE,2.56735,1,51999,51999
29,TTWK000522230,2022/3/29 9:09:02,2022/3/29 9:09:54,TRUE,0.8592333333,1,102990,102990
30,TTWK000522229,2022/3/29 9:09:14,2022/3/29 9:11:13,TRUE,1.98565,1,102990,102990
31,TTWK000529186,2022/3/29 9:10:27,2022/3/29 9:12:12,TRUE,1.741716667,1,51999,51999
32,TTWK000522231,2022/3/29 9:11:28,2022/3/29 9:12:30,TRUE,1.0194,1,102990,102990
33,TTWK000529176,2022/3/29 9:11:37,2022/3/29 9:13:22,TRUE,1.734283333,1,102990,102990
34,TTWK000529175,2022/3/29 9:11:47,2022/3/29 9:14:27,TRUE,2.678616667,1,102990,102990
35,TTWK000529187,2022/3/29 9:12:37,2022/3/29 9:15:54,TRUE,3.274016667,1,51999,51999
36,TTWK000529156,2022/3/29 9:13:42,2022/3/29 9:16:03,TRUE,2.351433333,1,42471,42471
37,TTWK000529154,2022/3/29 9:13:52,2022/3/29 9:15:53,TRUE,2.0179,1,42471,42471
38,TTWK000529153,2022/3/29 9:14:02,2022/3/29 9:15:44,TRUE,1.6889,1,42471,42471
39,TTWK000529179,2022/3/29 9:14:49,2022/3/29 9:15:56,TRUE,1.126916667,1,102990,102990
40,TTWK000529178,2022/3/29 9:14:58,2022/3/29 9:16:28,TRUE,1.49965,1,102990,102990
41,TTWK000529163,2022/3/29 9:16:50,2022/3/29 9:21:37,TRUE,4.78175,1,102990,102990
42,TTWK000529147,2022/3/29 9:17:04,2022/3/29 9:19:31,TRUE,2.4629,1,42471,42471
43,TTWK000522220,2022/3/29 9:17:12,2022/3/29 9:19:41,TRUE,2.486766667,1,42471,42471
44,TTWK000522221,2022/3/29 9:17:23,2022/3/29 9:19:54,TRUE,2.526883333,1,42471,42471
45,TTWK000529189,2022/3/29 9:19:03,2022/3/29 9:19:39,TRUE,0.6079666667,1,51999,51999
46,TTWK000529188,2022/3/29 9:20:13,2022/3/29 9:22:27,TRUE,2.244916667,1,51999,51999
47,TTWK000529198,2022/3/29 9:20:25,2022/3/29 9:22:13,TRUE,1.801816667,1,42471,42471
48,TTWK000529149,2022/3/29 9:20:39,2022/3/29 9:22:04,TRUE,1.429933333,1,42471,42471
49,TTWK000529150,2022/3/29 9:20:50,2022/3/29 9:22:22,TRUE,1.543316667,1,42471,42471
50,TTWK000529165,2022/3/29 9:22:04,2022/3/29 9:27:40,TRUE,5.59555,1,102990,102990
51,TTWK000529190,2022/3/29 9:22:50,2022/3/29 9:23:23,TRUE,0.5465166667,1,51999,51999
52,TTWK000522236,2022/3/29 9:23:47,2022/3/29 9:24:18,TRUE,0.5182666667,1,51999,51999
53,TTWK000529170,2022/3/29 9:23:53,2022/3/29 9:27:15,TRUE,3.36245,1,42471,42471
54,TTWK000529168,2022/3/29 9:24:14,2022/3/29 9:26:53,TRUE,2.648816667,1,42471,42471
55,TTWK000522226,2022/3/29 9:25:29,2022/3/29 9:26:49,TRUE,1.3432,1,51999,51999
56,TTWK000529160,2022/3/29 9:27:27,2022/3/29 9:30:35,TRUE,3.129633333,1,51999,51999
57,TTWK000492890,2022/3/29 9:27:31,2022/3/29 9:30:08,TRUE,2.615666667,1,42471,42471
