,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000466529,2022/3/23 8:14:28,2022/3/23 8:16:43,TRUE,2.246483333,1,103001,103001
1,TTWK000533200,2022/3/23 8:17:01,2022/3/23 8:17:44,TRUE,0.7255833333,1,103001,103001
2,TTWK000466528,2022/3/23 8:17:55,2022/3/23 8:19:45,TRUE,1.844733333,1,103001,103001
3,TTWK000533188,2022/3/23 8:20:10,2022/3/23 8:20:49,TRUE,0.6446833333,1,103001,103001
4,TTWK000533189,2022/3/23 8:21:01,2022/3/23 8:21:56,TRUE,0.9212666667,1,103001,103001
5,TTWK000533199,2022/3/23 8:22:06,2022/3/23 8:22:54,TRUE,0.7933666667,1,103001,103001
6,TTWK000533195,2022/3/23 8:23:07,2022/3/23 8:23:49,TRUE,0.6887333333,1,103001,103001
7,TTWK000533194,2022/3/23 8:24:00,2022/3/23 8:24:42,TRUE,0.69115,1,103001,103001
8,TTWK000528297,2022/3/23 8:24:53,2022/3/23 8:26:03,TRUE,1.1673,1,103001,103001
9,TTWK000533193,2022/3/23 8:26:19,2022/3/23 8:28:37,TRUE,2.30475,1,103001,103001
10,TTWK000533201,2022/3/23 8:27:53,2022/3/23 8:28:40,TRUE,0.7909333333,1,89384,89384
11,TTWK000533197,2022/3/23 8:28:51,2022/3/23 8:29:48,TRUE,0.9652666667,1,89384,89384
12,TTWK000533198,2022/3/23 8:28:57,2022/3/23 8:29:43,TRUE,0.7604166667,1,103001,103001
13,TTWK000528298,2022/3/23 8:29:58,2022/3/23 8:32:40,TRUE,2.696316667,1,89384,89384
14,TTWK000533196,2022/3/23 8:32:49,2022/3/23 8:33:36,TRUE,0.7769333333,1,89384,89384
15,TTWK000533203,2022/3/23 8:33:32,2022/3/23 8:34:38,TRUE,1.098916667,1,118401,118401
16,TTWK000533204,2022/3/23 8:34:52,2022/3/23 8:37:24,TRUE,2.518416667,1,118401,118401
17,TTWK000466531,2022/3/23 8:37:38,2022/3/23 8:40:56,TRUE,3.305266667,1,118401,118401
18,TTWK000533244,2022/3/23 8:37:47,2022/3/23 8:40:37,TRUE,2.83925,1,89384,89384
19,TTWK000533248,2022/3/23 8:40:53,2022/3/23 8:41:50,TRUE,0.93525,1,89384,89384
20,TTWK000528300,2022/3/23 8:41:24,2022/3/23 8:47:14,TRUE,5.844566667,1,102990,102990
21,TTWK000533247,2022/3/23 8:41:59,2022/3/23 8:42:45,TRUE,0.7534666667,1,89384,89384
22,TTWK000528301,2022/3/23 8:42:52,2022/3/23 8:45:01,TRUE,2.147433333,1,118401,118401
23,TTWK000533246,2022/3/23 8:42:55,2022/3/23 8:43:57,TRUE,1.035533333,1,89384,89384
24,TTWK000533245,2022/3/23 8:44:06,2022/3/23 8:46:10,TRUE,2.070516667,1,89384,89384
25,TTWK000528314,2022/3/23 8:48:46,2022/3/23 8:50:33,TRUE,1.771516667,1,118401,118401
26,TTWK000533243,2022/3/23 8:50:44,2022/3/23 8:54:20,TRUE,3.591566667,1,118401,118401
27,TTWK000533230,2022/3/23 8:51:32,2022/3/23 8:52:17,TRUE,0.7408166667,1,102990,102990
28,TTWK000533231,2022/3/23 8:52:37,2022/3/23 8:53:58,TRUE,1.35435,1,102990,102990
29,TTWK000533232,2022/3/23 8:52:47,2022/3/23 8:54:47,TRUE,2.012966667,1,102990,102990
30,TTWK000533233,2022/3/23 8:52:56,2022/3/23 8:55:40,TRUE,2.73145,1,102990,102990
31,TTWK000533242,2022/3/23 8:54:29,2022/3/23 8:56:26,TRUE,1.936816667,1,118401,118401
32,TTWK000466538,2022/3/23 8:55:17,2022/3/23 9:10:17,TRUE,14.99128333,1,103009,103009
33,TTWK000528305,2022/3/23 8:57:22,2022/3/23 8:59:00,TRUE,1.637766667,1,102990,102990
34,TTWK000528304,2022/3/23 8:57:32,2022/3/23 9:00:38,TRUE,3.11455,1,102990,102990
35,TTWK000533229,2022/3/23 8:57:45,2022/3/23 9:03:30,TRUE,5.742833333,1,102990,102990
36,TTWK000533235,2022/3/23 9:00:43,2022/3/23 9:02:17,TRUE,1.570716667,1,118401,118401
37,TTWK000533236,2022/3/23 9:02:27,2022/3/23 9:03:15,TRUE,0.8057166667,1,118401,118401
38,TTWK000528323,2022/3/23 9:02:48,2022/3/23 9:03:47,TRUE,0.9828833333,1,89384,89384
39,TTWK000533238,2022/3/23 9:03:28,2022/3/23 9:04:02,TRUE,0.5569,1,118401,118401
40,TTWK000533234,2022/3/23 9:03:52,2022/3/23 9:04:41,TRUE,0.81705,1,102990,102990
41,TTWK000533258,2022/3/23 9:03:56,2022/3/23 9:07:05,TRUE,3.1419,1,89384,89384
42,TTWK000533237,2022/3/23 9:04:13,2022/3/23 9:05:50,TRUE,1.624,1,118401,118401
43,TTWK000528306,2022/3/23 9:06:15,2022/3/23 9:07:07,TRUE,0.8813833333,1,118401,118401
44,TTWK000533240,2022/3/23 9:07:18,2022/3/23 9:08:47,TRUE,1.4841,1,118401,118401
45,TTWK000466539,2022/3/23 9:07:27,2022/3/23 9:10:39,TRUE,3.197083333,1,89384,89384
46,TTWK000533239,2022/3/23 9:08:57,2022/3/23 9:09:30,TRUE,0.5454333333,1,118401,118401
47,TTWK000528313,2022/3/23 9:09:09,2022/3/23 9:09:54,TRUE,0.7628,1,42526,42526
48,TTWK000528312,2022/3/23 9:10:12,2022/3/23 9:13:34,TRUE,3.35515,1,42526,42526
49,TTWK000528321,2022/3/23 9:10:36,2022/3/23 9:34:19,TRUE,23.72666667,1,103009,103009
50,TTWK000533255,2022/3/23 9:10:48,2022/3/23 9:11:27,TRUE,0.6431666667,1,89384,89384
51,TTWK000533256,2022/3/23 9:11:36,2022/3/23 9:12:03,TRUE,0.4443166667,1,89384,89384
52,TTWK000528322,2022/3/23 9:12:12,2022/3/23 9:12:48,TRUE,0.6011666667,1,89384,89384
