,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000569257,2022-06-28 09:27:57,2022-06-28 09:35:38,TRUE,7.683783333,1,42550,42550
1,TTWK000540508,2022-06-28 09:31:54,2022-06-28 09:48:37,TRUE,16.70885,1,42436,42436
2,TTWK000574558,2022-06-28 09:35:52,2022-06-28 09:39:28,TRUE,3.607616667,1,42550,42550
3,TTWK000569268,2022-06-28 09:38:24,2022-06-28 09:47:33,TRUE,9.149116667,1,43967,43967
4,TTWK000574557,2022-06-28 09:40:42,2022-06-28 09:42:09,TRUE,1.459216667,1,42550,42550
5,TTWK000569256,2022-06-28 09:42:21,2022-06-28 09:46:30,TRUE,4.142083333,1,42550,42550
6,TTWK000573240,2022-06-28 09:47:11,2022-06-28 09:48:06,TRUE,0.9282333333,1,42550,42550
7,TTWK000569267,2022-06-28 09:47:47,2022-06-28 09:54:45,TRUE,6.961666667,1,43967,43967
8,TTWK000540517,2022-06-28 09:48:27,2022-06-28 09:50:24,TRUE,1.945116667,1,42550,42550
9,TTWK000573224,2022-06-28 09:48:59,2022-06-28 09:50:05,TRUE,1.086066667,1,42436,42436
10,TTWK000574559,2022-06-28 09:50:37,2022-06-28 09:53:21,TRUE,2.73645,1,42550,42550
11,TTWK000573238,2022-06-28 09:52:15,2022-06-28 09:53:51,TRUE,1.602733333,1,42436,42436
12,TTWK000569260,2022-06-28 09:53:54,2022-06-28 09:56:09,TRUE,2.238333333,1,42550,42550
13,TTWK000574572,2022-06-28 09:54:04,2022-06-28 09:55:13,TRUE,1.140316667,1,42436,42436
14,TTWK000569255,2022-06-28 09:55:10,2022-06-28 09:56:02,TRUE,0.8647833333,1,43967,43967
15,TTWK000573239,2022-06-28 09:55:34,2022-06-28 10:08:20,TRUE,12.77823333,1,42436,42436
16,TTWK000569254,2022-06-28 09:56:12,2022-06-28 09:56:32,TRUE,0.3225666667,1,43967,43967
