,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000550886,2022-07-08 08:05:30,2022-07-08 08:11:59,TRUE,6.48535,1,102990,102990
1,TTWK000550882,2022-07-08 08:05:48,2022-07-08 08:09:41,TRUE,3.874983333,1,42436,42436
2,TTWK000550887,2022-07-08 08:06:53,2022-07-08 08:15:10,TRUE,8.273716667,1,42532,42532
3,TTWK000570178,2022-07-08 08:10:48,2022-07-08 08:10:59,TRUE,0.19285,1,42436,42436
4,TTWK000550881,2022-07-08 08:11:13,2022-07-08 08:12:56,TRUE,1.7155,1,42436,42436
5,TTWK000550885,2022-07-08 08:12:09,2022-07-08 08:23:29,TRUE,11.32631667,1,102990,102990
6,TTWK000550888,2022-07-08 08:15:32,2022-07-08 08:17:27,TRUE,1.918883333,1,42532,42532
7,TTWK000550884,2022-07-08 08:17:42,2022-07-08 08:34:56,TRUE,17.2263,1,42532,42532
8,TTWK000570179,2022-07-08 08:28:11,2022-07-08 08:29:45,TRUE,1.572666667,1,102990,102990
9,TTWK000550889,2022-07-08 08:29:56,2022-07-08 08:44:54,TRUE,14.96965,1,102990,102990
10,TTWK000550890,2022-07-08 08:35:17,2022-07-08 08:36:38,TRUE,1.34115,1,42532,42532
11,TTWK000570180,2022-07-08 08:37:07,2022-07-08 08:38:24,TRUE,1.280183333,1,42532,42532
12,TTWK000583312,2022-07-08 08:38:37,2022-07-08 08:39:35,TRUE,0.9741,1,42532,42532
13,TTWK000570189,2022-07-08 08:43:05,2022-07-08 08:44:14,TRUE,1.154966667,1,42532,42532
14,TTWK000570190,2022-07-08 08:44:24,2022-07-08 08:45:04,TRUE,0.6559333333,1,42532,42532
15,TTWK000583320,2022-07-08 08:45:18,2022-07-08 08:46:08,TRUE,0.8336833333,1,102990,102990
16,TTWK000583313,2022-07-08 08:45:19,2022-07-08 08:46:05,TRUE,0.7779333333,1,42532,42532
18,TTWK000570188,2022-07-08 08:46:17,2022-07-08 08:47:06,TRUE,0.8188666667,1,42532,42532
19,TTWK000550891,2022-07-08 08:46:29,2022-07-08 08:48:17,TRUE,1.790283333,1,102990,102990
21,TTWK000570182,2022-07-08 08:46:54,2022-07-08 08:47:06,TRUE,0.1924833333,1,42436,42436
22,TTWK000570183,2022-07-08 08:48:29,2022-07-08 08:48:43,TRUE,0.2262666667,1,42436,42436
23,TTWK000570187,2022-07-08 08:48:33,2022-07-08 08:49:47,TRUE,1.22925,1,102990,102990
24,TTWK000570184,2022-07-08 08:49:02,2022-07-08 08:50:36,TRUE,1.5641,1,42436,42436
25,TTWK000583327,2022-07-08 08:49:18,2022-07-08 08:49:57,TRUE,0.6513666667,1,42532,42532
26,TTWK000570193,2022-07-08 08:49:57,2022-07-08 08:51:02,TRUE,1.0796,1,102990,102990
27,TTWK000583326,2022-07-08 08:50:07,2022-07-08 08:50:18,TRUE,0.187,1,42532,42532
28,TTWK000570194,2022-07-08 08:51:51,2022-07-08 08:52:41,TRUE,0.8431,1,42532,42532
29,TTWK000550895,2022-07-08 08:53:27,2022-07-08 08:55:06,TRUE,1.65475,1,102990,102990
30,TTWK000583324,2022-07-08 08:55:04,2022-07-08 08:58:16,TRUE,3.199133333,1,42532,42532
31,TTWK000550894,2022-07-08 08:55:16,2022-07-08 08:57:22,TRUE,2.094333333,1,102990,102990
32,TTWK000583325,2022-07-08 08:55:18,2022-07-08 08:58:45,TRUE,3.449266667,1,42532,42532
33,TTWK000570185,2022-07-08 08:55:22,2022-07-08 08:55:38,TRUE,0.26425,1,42436,42436
34,TTWK000583323,2022-07-08 08:55:34,2022-07-08 08:58:27,TRUE,2.876483333,1,42532,42532
35,TTWK000570186,2022-07-08 08:55:55,2022-07-08 08:59:24,TRUE,3.4925,1,42436,42436
36,TTWK000570195,2022-07-08 08:56:39,2022-07-08 08:56:55,TRUE,0.26565,1,51999,51999
37,TTWK000570197,2022-07-08 08:57:14,2022-07-08 08:59:02,TRUE,1.79715,1,51999,51999
38,TTWK000550896,2022-07-08 08:58:41,2022-07-08 09:02:50,TRUE,4.144283333,1,102990,102990
39,TTWK000583322,2022-07-08 08:59:02,2022-07-08 09:00:17,TRUE,1.253616667,1,42532,42532
40,TTWK000570198,2022-07-08 08:59:45,2022-07-08 09:02:13,TRUE,2.4622,1,51999,51999
41,TTWK000583321,2022-07-08 09:00:26,2022-07-08 09:00:35,TRUE,0.15395,1,42532,42532
42,TTWK000570199,2022-07-08 09:02:39,2022-07-08 09:03:42,TRUE,1.04895,1,51999,51999
43,TTWK000570201,2022-07-08 09:03:02,2022-07-08 09:03:16,TRUE,0.2349166667,1,102990,102990
44,TTWK000570206,2022-07-08 09:03:29,2022-07-08 09:04:18,TRUE,0.81815,1,102990,102990
45,TTWK000570200,2022-07-08 09:04:27,2022-07-08 09:06:58,TRUE,2.520033333,1,102990,102990
46,TTWK000550892,2022-07-08 09:04:37,2022-07-08 09:07:19,TRUE,2.703616667,1,51999,51999
47,TTWK000570205,2022-07-08 09:07:17,2022-07-08 09:09:46,TRUE,2.486516667,1,102990,102990
48,TTWK000570217,2022-07-08 09:07:21,2022-07-08 09:07:32,TRUE,0.1755333333,1,42532,42532
49,TTWK000570219,2022-07-08 09:07:50,2022-07-08 09:08:00,TRUE,0.1730666667,1,42532,42532
50,TTWK000570223,2022-07-08 09:08:17,2022-07-08 09:09:34,TRUE,1.272783333,1,51999,51999
51,TTWK000570221,2022-07-08 09:08:18,2022-07-08 09:08:29,TRUE,0.1823166667,1,42532,42532
52,TTWK000570204,2022-07-08 09:09:57,2022-07-08 09:13:28,TRUE,3.528616667,1,102990,102990
53,TTWK000550893,2022-07-08 09:10:13,2022-07-08 09:11:39,TRUE,1.447933333,1,51999,51999
54,TTWK000570196,2022-07-08 09:12:14,2022-07-08 09:13:05,TRUE,0.8441166667,1,51999,51999
55,TTWK000570203,2022-07-08 09:13:38,2022-07-08 09:13:46,TRUE,0.14265,1,102990,102990
56,TTWK000570224,2022-07-08 09:14:06,2022-07-08 09:14:15,TRUE,0.1593,1,102990,102990
57,TTWK000570202,2022-07-08 09:14:25,2022-07-08 09:15:10,TRUE,0.7348333333,1,102990,102990
58,TTWK000570218,2022-07-08 09:20:31,2022-07-08 09:21:20,TRUE,0.8231333333,1,51999,51999
59,TTWK000583328,2022-07-08 09:21:30,2022-07-08 09:22:16,TRUE,0.7719,1,102990,102990
60,TTWK000570216,2022-07-08 09:21:42,2022-07-08 09:22:26,TRUE,0.7316,1,51999,51999
61,TTWK000570233,2022-07-08 09:22:26,2022-07-08 09:22:47,TRUE,0.3386333333,1,102990,102990
62,TTWK000570215,2022-07-08 09:22:59,2022-07-08 09:23:51,TRUE,0.8754333333,1,51999,51999
63,TTWK000570234,2022-07-08 09:23:04,2022-07-08 09:23:27,TRUE,0.38535,1,102990,102990
64,TTWK000570235,2022-07-08 09:23:38,2022-07-08 09:24:09,TRUE,0.5162333333,1,102990,102990
65,TTWK000570231,2022-07-08 09:24:26,2022-07-08 09:24:49,TRUE,0.3738333333,1,102990,102990
66,TTWK000570220,2022-07-08 09:24:36,2022-07-08 09:25:09,TRUE,0.54845,1,51999,51999
67,TTWK000570232,2022-07-08 09:24:57,2022-07-08 09:25:35,TRUE,0.6257,1,102990,102990
68,TTWK000570222,2022-07-08 09:25:35,2022-07-08 09:26:14,TRUE,0.6517666667,1,51999,51999
69,TTWK000570230,2022-07-08 09:25:43,2022-07-08 09:26:01,TRUE,0.2862,1,102990,102990
70,TTWK000570229,2022-07-08 09:26:10,2022-07-08 09:26:31,TRUE,0.3509333333,1,102990,102990
71,TTWK000570226,2022-07-08 09:27:10,2022-07-08 09:27:31,TRUE,0.3419666667,1,102990,102990
