,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000573691,2022-07-01 08:05:31,2022-07-01 08:11:25,TRUE,5.902116667,1,102948,102948
1,TTWK000575351,2022-07-01 08:10:10,2022-07-01 08:10:43,TRUE,0.5403333333,1,43967,43967
2,TTWK000575352,2022-07-01 08:10:57,2022-07-01 08:11:39,TRUE,0.69555,1,43967,43967
3,TTWK000575355,2022-07-01 08:11:59,2022-07-01 08:13:19,TRUE,1.333733333,1,51999,51999
4,TTWK000575350,2022-07-01 08:12:04,2022-07-01 08:13:39,TRUE,1.57395,1,43967,43967
5,TTWK000573692,2022-07-01 08:13:21,2022-07-01 08:13:58,TRUE,0.6183833333,1,102948,102948
7,TTWK000573693,2022-07-01 08:14:10,2022-07-01 08:15:41,TRUE,1.525016667,1,102948,102948
8,TTWK000573694,2022-07-01 08:14:24,2022-07-01 08:15:29,TRUE,1.073366667,1,102948,102948
10,TTWK000575353,2022-07-01 08:15:43,2022-07-01 08:18:12,TRUE,2.495583333,1,51999,51999
11,TTWK000573697,2022-07-01 08:16:22,2022-07-01 08:16:32,TRUE,0.1709333333,1,43967,43967
12,TTWK000573696,2022-07-01 08:16:54,2022-07-01 08:18:52,TRUE,1.97195,1,43967,43967
13,TTWK000573699,2022-07-01 08:19:03,2022-07-01 08:20:11,TRUE,1.135166667,1,43967,43967
14,TTWK000575357,2022-07-01 08:20:50,2022-07-01 08:21:26,TRUE,0.6092,1,102948,102948
15,TTWK000575365,2022-07-01 08:21:29,2022-07-01 08:22:51,TRUE,1.36315,1,51999,51999
16,TTWK000569608,2022-07-01 08:21:40,2022-07-01 08:28:20,TRUE,6.674116667,1,42475,42475
17,TTWK000575359,2022-07-01 08:21:47,2022-07-01 08:22:17,TRUE,0.4886666667,1,102948,102948
18,TTWK000573703,2022-07-01 08:22:43,2022-07-01 08:24:06,TRUE,1.3849,1,102948,102948
19,TTWK000575371,2022-07-01 08:23:02,2022-07-01 08:23:45,TRUE,0.719,1,43967,43967
20,TTWK000573724,2022-07-01 08:23:22,2022-07-01 08:24:02,TRUE,0.6768,1,51999,51999
21,TTWK000573713,2022-07-01 08:23:58,2022-07-01 08:24:33,TRUE,0.58565,1,43967,43967
22,TTWK000575366,2022-07-01 08:24:23,2022-07-01 08:24:59,TRUE,0.5972333333,1,51999,51999
23,TTWK000569556,2022-07-01 08:24:31,2022-07-01 08:26:22,TRUE,1.84255,1,42507,42507
24,TTWK000575364,2022-07-01 08:24:38,2022-07-01 08:25:25,TRUE,0.7944833333,1,102948,102948
25,TTWK000575370,2022-07-01 08:24:46,2022-07-01 08:25:17,TRUE,0.51435,1,43967,43967
