,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000587042,2022-07-22 08:59:33,2022-07-22 09:00:50,TRUE,1.28825,1,42532,42532
1,TTWK000587041,2022-07-22 09:01:15,2022-07-22 09:02:33,TRUE,1.303016667,1,42532,42532
2,TTWK000587040,2022-07-22 09:02:48,2022-07-22 09:04:28,TRUE,1.6685,1,42532,42532
3,TTWK000587039,2022-07-22 09:04:42,2022-07-22 09:07:25,TRUE,2.712116667,1,42532,42532
4,TTWK000587038,2022-07-22 09:07:53,2022-07-22 09:09:44,TRUE,1.848433333,1,42532,42532
5,TTWK000587051,2022-07-22 09:11:14,2022-07-22 09:15:32,TRUE,4.302016667,1,42532,42532
6,TTWK000579990,2022-07-22 09:24:57,2022-07-22 09:36:23,TRUE,11.43496667,1,51999,51999
7,TTWK000579989,2022-07-22 09:26:20,2022-07-22 09:37:50,TRUE,11.50651667,1,42532,42532
8,TTWK000579991,2022-07-22 09:36:52,2022-07-22 09:52:54,TRUE,16.02845,1,51999,51999
9,TTWK000579988,2022-07-22 09:38:03,2022-07-22 09:48:30,TRUE,10.45931667,1,42532,42532
10,TTWK000587063,2022-07-22 09:41:45,2022-07-22 09:53:35,TRUE,11.8367,1,118427,118427
11,TTWK000579992,2022-07-22 09:41:57,2022-07-22 09:51:25,TRUE,9.4706,1,47353,47353
12,TTWK000579994,2022-07-22 09:51:56,2022-07-22 09:55:35,TRUE,3.646116667,1,47353,47353
13,TTWK000587068,2022-07-22 09:59:39,2022-07-22 10:00:46,TRUE,1.117816667,1,42532,42532
14,TTWK000587067,2022-07-22 10:00:59,2022-07-22 10:04:38,TRUE,3.6574,1,42532,42532
15,TTWK000587065,2022-07-22 10:04:55,2022-07-22 10:12:21,TRUE,7.426716667,1,42532,42532
16,TTWK000579997,2022-07-22 10:07:13,2022-07-22 10:22:24,TRUE,15.18726667,1,118427,118427
