,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
0,TTWK000466387,2022/3/19 10:19:52,2022/3/19 10:23:46,TRUE,3.888466667,1,42532,42532
1,TTWK000510778,2022/3/19 10:21:37,2022/3/19 10:26:13,TRUE,4.600366667,1,42532,42532
2,TTWK000466388,2022/3/19 10:21:47,2022/3/19 10:28:58,TRUE,7.176566667,1,42532,42532
3,TTWK000466391,2022/3/19 10:34:28,2022/3/19 10:34:40,TRUE,0.2116166667,1,42532,42532
4,TTWK000466392,2022/3/19 10:35:01,2022/3/19 10:37:54,TRUE,2.883883333,1,42532,42532
5,TTWK000466390,2022/3/19 10:40:43,2022/3/19 10:43:27,TRUE,2.730033333,1,42532,42532
6,TTWK000466389,2022/3/19 10:40:55,2022/3/19 10:45:39,TRUE,4.740533333,1,42532,42532
7,TTWK000510791,2022/3/19 10:43:54,2022/3/19 10:44:26,TRUE,0.5308,1,42525,42525
8,TTWK000510790,2022/3/19 10:44:40,2022/3/19 10:45:12,TRUE,0.5273333333,1,42525,42525
9,TTWK000510789,2022/3/19 10:45:25,2022/3/19 10:45:44,TRUE,0.3250833333,1,42525,42525
10,TTWK000510787,2022/3/19 10:46:03,2022/3/19 10:46:54,TRUE,0.8467666667,1,42525,42525
11,TTWK000510782,2022/3/19 10:46:46,2022/3/19 10:49:40,TRUE,2.88535,1,42532,42532
12,TTWK000510785,2022/3/19 10:47:05,2022/3/19 10:47:52,TRUE,0.7777666667,1,42525,42525
13,TTWK000510786,2022/3/19 10:48:05,2022/3/19 10:48:47,TRUE,0.7030833333,1,42525,42525
14,TTWK000510784,2022/3/19 10:48:59,2022/3/19 10:49:44,TRUE,0.7376333333,1,42525,42525
15,TTWK000510780,2022/3/19 10:50:16,2022/3/19 10:51:50,TRUE,1.567183333,1,42532,42532
16,TTWK000510779,2022/3/19 10:50:26,2022/3/19 10:51:59,TRUE,1.563383333,1,42532,42532
17,TTWK000510793,2022/3/19 10:50:45,2022/3/19 10:51:29,TRUE,0.7449833333,1,42525,42525
18,TTWK000510781,2022/3/19 10:52:32,2022/3/19 10:53:08,TRUE,0.6034333333,1,42532,42532
19,TTWK000510792,2022/3/19 10:53:26,2022/3/19 10:54:35,TRUE,1.143166667,1,42525,42525
20,TTWK000510783,2022/3/19 10:54:18,2022/3/19 10:57:33,TRUE,3.238466667,1,42532,42532
21,TTWK000466393,2022/3/19 10:58:52,2022/3/19 10:59:58,TRUE,1.088633333,1,42532,42532
22,TTWK000466395,2022/3/19 11:00:04,2022/3/19 11:08:22,TRUE,8.29935,1,47353,47353
23,TTWK000510796,2022/3/19 11:10:53,2022/3/19 11:14:35,TRUE,3.689883333,1,47353,47353
24,TTWK000532591,2022/3/19 11:13:02,2022/3/19 11:14:49,TRUE,1.7935,1,47353,47353
25,TTWK000510795,2022/3/19 11:15:27,2022/3/19 11:16:20,TRUE,0.8784333333,1,47353,47353
26,TTWK000532595,2022/3/19 11:16:55,2022/3/19 11:21:45,TRUE,4.836283333,1,47353,47353
