,Index,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
104,TTWK000399587118369,TTWK000399587,2021/10/9 9:07:07,2021/10/9 9:19:03,YES,12,1,118369,118369
105,TTWK000399588118369,TTWK000399588,2021/10/9 9:07:07,2021/10/9 9:19:04,YES,12,1,118369,118369
106,TTWK000399585118369,TTWK000399585,2021/10/9 9:07:07,2021/10/9 9:18:56,YES,12,1,118369,118369
107,TTWK000399586118369,TTWK000399586,2021/10/9 9:07:07,2021/10/9 9:18:57,YES,12,1,118369,118369
108,TTWK000451719118369,TTWK000451719,2021/10/9 9:07:07,2021/10/9 9:18:48,YES,12,1,118369,118369
109,TTWK000399591118369,TTWK000399591,2021/10/9 9:07:07,2021/10/9 9:18:49,YES,12,1,118369,118369
110,TTWK000399594118369,TTWK000399594,2021/10/9 9:07:07,2021/10/9 9:19:17,YES,12,1,118369,118369
111,TTWK000399589118369,TTWK000399589,2021/10/9 9:07:07,2021/10/9 9:18:53,YES,12,1,118369,118369
112,TTWK000399592118369,TTWK000399592,2021/10/9 9:07:07,2021/10/9 9:19:10,YES,12,1,118369,118369
113,TTWK000399593118369,TTWK000399593,2021/10/9 9:07:07,2021/10/9 9:19:08,YES,12,1,118369,118369
114,TTWK000451720118369,TTWK000451720,2021/10/9 9:07:07,2021/10/9 9:19:15,YES,12,1,118369,118369
171,TTWK00039961242532,TTWK000399612,2021/10/9 9:26:00,2021/10/9 9:34:35,YES,9,1,42532,42532
172,TTWK00039965742532,TTWK000399657,2021/10/9 9:26:00,2021/10/9 9:34:35,YES,9,1,42532,42532
173,TTWK00039965842532,TTWK000399658,2021/10/9 9:26:00,2021/10/9 9:34:35,YES,9,1,42532,42532
174,TTWK00039966142532,TTWK000399661,2021/10/9 9:26:00,2021/10/9 9:34:35,YES,9,1,42532,42532
175,TTWK00039966242532,TTWK000399662,2021/10/9 9:26:00,2021/10/9 9:34:35,YES,9,1,42532,42532
176,TTWK00039966642532,TTWK000399666,2021/10/9 9:26:00,2021/10/9 9:34:35,YES,9,1,42532,42532
177,TTWK00039966342532,TTWK000399663,2021/10/9 9:26:00,2021/10/9 9:34:35,YES,9,1,42532,42532
178,TTWK00039965642532,TTWK000399656,2021/10/9 9:26:00,2021/10/9 9:34:35,YES,9,1,42532,42532
179,TTWK00039965942532,TTWK000399659,2021/10/9 9:26:00,2021/10/9 9:34:35,YES,9,1,42532,42532
180,TTWK00039966042532,TTWK000399660,2021/10/9 9:26:00,2021/10/9 9:34:35,YES,9,1,42532,42532
181,TTWK00044975042532,TTWK000449750,2021/10/9 9:26:00,2021/10/9 9:34:35,YES,9,1,42532,42532
182,TTWK00044975142532,TTWK000449751,2021/10/9 9:26:00,2021/10/9 9:34:35,YES,9,1,42532,42532
183,TTWK00044975242532,TTWK000449752,2021/10/9 9:26:00,2021/10/9 9:34:35,YES,9,1,42532,42532
185,TTWK000399664118369,TTWK000399664,2021/10/9 9:26:00,2021/10/9 9:33:30,YES,8,1,118369,118369
186,TTWK000399665118369,TTWK000399665,2021/10/9 9:26:00,2021/10/9 9:33:35,YES,8,1,118369,118369
188,TTWK000399641118382,TTWK000399641,2021/10/9 9:26:00,2021/10/9 9:36:49,YES,11,1,118382,118382
189,TTWK000399640118382,TTWK000399640,2021/10/9 9:26:00,2021/10/9 9:36:49,YES,11,1,118382,118382
1445,TTWK000451249TTWK000451257,TTWK000451249,2021/10/6 8:44:08,尚未完成,NO,,1,TTWK000451257,ttwk000451257
1445,TTWK000451249TTWK000451257,TTWK000451249,2021/10/6 8:44:08,尚未完成,NO,,1,TTWK000451257,ttwk000451257
1445,TTWK000451249TTWK000451257,TTWK000451249,2021/10/6 8:44:08,尚未完成,NO,,1,TTWK000451257,ttwk000451257
14,TTWK00045267651999,TTWK000452676,2021/10/12 9:19:08,2021/10/12 9:19:08,YES,0,1,51999,51999
15,TTWK00045267751999,TTWK000452677,2021/10/12 9:19:08,2021/10/12 9:19:08,YES,0,1,51999,51999
16,TTWK00045267851999,TTWK000452678,2021/10/12 9:19:08,2021/10/12 9:19:08,YES,0,1,51999,51999
18,TTWK00045268551999,TTWK000452685,2021/10/12 9:19:08,2021/10/12 9:19:08,YES,0,1,51999,51999
20,TTWK00045268251999,TTWK000452682,2021/10/12 9:19:08,2021/10/12 9:19:08,YES,0,1,51999,51999
21,TTWK00045268351999,TTWK000452683,2021/10/12 9:19:08,2021/10/12 9:19:08,YES,0,1,51999,51999
22,TTWK00045275051999,TTWK000452750,2021/10/12 9:19:08,尚未完成,NO,,1,51999,51999
24,TTWK00045268651999,TTWK000452686,2021/10/12 9:19:08,2021/10/12 9:19:08,YES,0,1,51999,51999
25,TTWK00045268751999,TTWK000452687,2021/10/12 9:19:08,2021/10/12 9:19:08,YES,0,1,51999,51999
27,TTWK00043134742508,TTWK000431347,2021/10/12 9:19:08,尚未完成,NO,,1,42508,42508
28,TTWK00043135242508,TTWK000431352,2021/10/12 9:19:08,尚未完成,NO,,1,42508,42508
29,TTWK00043135142508,TTWK000431351,2021/10/12 9:19:08,尚未完成,NO,,1,42508,42508
30,TTWK00043135342508,TTWK000431353,2021/10/12 9:19:08,尚未完成,NO,,1,42508,42508
31,TTWK00043134442508,TTWK000431344,2021/10/12 9:19:08,尚未完成,NO,,1,42508,42508
32,TTWK00043134342508,TTWK000431343,2021/10/12 9:19:08,2021/10/12 9:30:45,YES,12,1,42508,42508
33,TTWK00043135042508,TTWK000431350,2021/10/12 9:19:08,2021/10/12 9:30:45,YES,12,1,42508,42508
34,TTWK00043134542508,TTWK000431345,2021/10/12 9:19:08,2021/10/12 9:30:45,YES,12,1,42508,42508
35,TTWK00043134842508,TTWK000431348,2021/10/12 9:19:08,2021/10/12 9:30:45,YES,12,1,42508,42508
36,TTWK00043134942508,TTWK000431349,2021/10/12 9:19:08,2021/10/12 9:30:45,YES,12,1,42508,42508
39,TTWK00045269451999,TTWK000452694,2021/10/12 9:20:31,2021/10/12 9:24:03,YES,4,1,51999,51999
40,TTWK00045269551999,TTWK000452695,2021/10/12 9:20:31,尚未完成,NO,,1,51999,51999
41,TTWK00045268851999,TTWK000452688,2021/10/12 9:20:31,2021/10/12 9:24:03,YES,4,1,51999,51999
43,TTWK00045270451999,TTWK000452704,2021/10/12 9:27:09,尚未完成,NO,,1,51999,51999
44,TTWK00045270351999,TTWK000452703,2021/10/12 9:27:10,2021/10/12 9:36:52,YES,10,1,51999,51999
45,TTWK00045270551999,TTWK000452705,2021/10/12 9:27:11,2021/10/12 9:36:52,YES,10,1,51999,51999
46,TTWK00045270651999,TTWK000452706,2021/10/12 9:27:13,2021/10/12 9:36:52,YES,10,1,51999,51999
47,TTWK00045270751999,TTWK000452707,2021/10/12 9:27:21,2021/10/12 9:36:52,YES,10,1,51999,51999
48,TTWK00045270851999,TTWK000452708,2021/10/12 9:29:59,2021/10/12 9:36:52,YES,7,1,51999,51999
49,TTWK00045270951999,TTWK000452709,2021/10/12 9:29:59,2021/10/12 9:36:52,YES,7,1,51999,51999
54,TTWK00045272051999,TTWK000452720,2021/10/12 9:38:42,2021/10/12 9:42:00,YES,3,1,51999,51999
55,TTWK00045272151999,TTWK000452721,2021/10/12 9:38:44,2021/10/12 9:42:00,YES,3,1,51999,51999
56,TTWK00045271951999,TTWK000452719,2021/10/12 9:38:57,2021/10/12 9:42:00,YES,3,1,51999,51999
59,TTWK000452698118366,TTWK000452698,2021/10/12 9:33:48,2021/10/12 10:01:09,YES,27,1,118366,118366
60,TTWK000452699118366,TTWK000452699,2021/10/12 9:33:51,2021/10/12 10:01:09,YES,27,1,118366,118366
61,TTWK000452696118366,TTWK000452696,2021/10/12 9:34:13,尚未完成,NO,,1,118366,118366
63,TTWK000452690118366,TTWK000452690,2021/10/12 10:01:28,2021/10/12 10:37:28,YES,36,1,118366,118366
64,TTWK000452693118366,TTWK000452693,2021/10/12 10:01:48,2021/10/12 10:37:28,YES,36,1,118366,118366
65,TTWK000452689118366,TTWK000452689,2021/10/12 10:01:51,2021/10/12 10:37:28,YES,36,1,118366,118366
78,TTWK00045271551999,TTWK000452715,2021/10/12 9:42:40,2021/10/12 9:52:26,YES,10,1,51999,51999
79,TTWK00045271451999,TTWK000452714,2021/10/12 9:42:41,2021/10/12 9:52:26,YES,10,1,51999,51999
80,TTWK00045271651999,TTWK000452716,2021/10/12 9:42:45,2021/10/12 9:52:26,YES,10,1,51999,51999
81,TTWK00045271789384,TTWK000452717,2021/10/12 9:42:46,尚未完成,NO,,1,89384,89384
82,TTWK00045272589384,TTWK000452725,2021/10/12 9:42:51,尚未完成,NO,,1,89384,89384
83,TTWK00045272251999,TTWK000452722,2021/10/12 9:42:52,2021/10/12 9:52:26,YES,10,1,51999,51999
84,TTWK00045272351999,TTWK000452723,2021/10/12 9:42:56,2021/10/12 9:52:26,YES,10,1,51999,51999
85,TTWK00045272451999,TTWK000452724,2021/10/12 9:42:57,2021/10/12 9:52:26,YES,9,1,51999,51999
100,TTWK00045270251999,TTWK000452702,2021/10/12 9:48:04,尚未完成,NO,,1,51999,51999
101,TTWK00045271151999,TTWK000452711,2021/10/12 9:48:07,2021/10/12 9:58:51,YES,11,1,51999,51999
102,TTWK00045271051999,TTWK000452710,2021/10/12 9:48:09,2021/10/12 9:58:51,YES,11,1,51999,51999
103,TTWK00045271351999,TTWK000452713,2021/10/12 9:48:19,尚未完成,NO,,1,51999,51999
104,TTWK00045271251999,TTWK000452712,2021/10/12 9:48:23,2021/10/12 9:58:51,YES,10,1,51999,51999
105,TTWK00045272651999,TTWK000452726,2021/10/12 9:48:30,尚未完成,NO,,1,51999,51999
107,TTWK00045273189384,TTWK000452731,2021/10/12 9:52:56,尚未完成,NO,,1,89384,89384
108,TTWK00045272789384,TTWK000452727,2021/10/12 9:52:57,2021/10/12 10:07:41,YES,15,1,89384,89384
109,TTWK00045272889384,TTWK000452728,2021/10/12 9:52:58,2021/10/12 10:07:41,YES,15,1,89384,89384
110,TTWK00045274289384,TTWK000452742,2021/10/12 9:53:14,尚未完成,NO,,1,89384,89384
111,TTWK00045273489384,TTWK000452734,2021/10/12 9:53:03,尚未完成,NO,,1,89384,89384
112,TTWK00045273389384,TTWK000452733,2021/10/12 9:53:05,尚未完成,NO,,1,89384,89384
113,TTWK00045273589384,TTWK000452735,2021/10/12 9:53:11,尚未完成,NO,,1,89384,89384
114,TTWK00045273689384,TTWK000452736,2021/10/12 9:53:12,2021/10/12 10:07:41,YES,14,1,89384,89384
173,TTWK00045275551999,TTWK000452755,2021/10/12 9:59:22,2021/10/12 10:37:28,YES,38,1,51999,51999
174,TTWK00045275451999,TTWK000452754,2021/10/12 9:59:22,2021/10/12 10:37:28,YES,38,1,51999,51999
175,TTWK00045275151999,TTWK000452751,2021/10/12 9:59:22,2021/10/12 10:37:28,YES,38,1,51999,51999
176,TTWK00045274651999,TTWK000452746,2021/10/12 9:59:22,2021/10/12 10:37:28,YES,38,1,51999,51999
177,TTWK00045275251999,TTWK000452752,2021/10/12 9:59:22,2021/10/12 10:37:28,YES,38,1,51999,51999
178,TTWK00045274451999,TTWK000452744,2021/10/12 9:59:22,2021/10/12 10:37:28,YES,38,1,51999,51999
179,TTWK00045275651999,TTWK000452756,2021/10/12 9:59:22,2021/10/12 10:37:28,YES,38,1,51999,51999
180,TTWK00045274551999,TTWK000452745,2021/10/12 9:59:22,2021/10/12 10:37:28,YES,38,1,51999,51999
181,TTWK00045274851999,TTWK000452748,2021/10/12 9:59:22,2021/10/12 10:37:28,YES,38,1,51999,51999
182,TTWK00045275751999,TTWK000452757,2021/10/12 9:59:22,尚未完成,NO,,1,51999,51999
183,TTWK00045274351999,TTWK000452743,2021/10/12 9:59:22,2021/10/12 10:37:28,YES,38,1,51999,51999
184,TTWK00045274951999,TTWK000452749,2021/10/12 9:59:22,2021/10/12 10:37:28,YES,38,1,51999,51999
185,TTWK00045274751999,TTWK000452747,2021/10/12 9:59:22,尚未完成,NO,,1,51999,51999
189,TTWK00045177089384,TTWK000451770,2021/10/12 10:14:36,2021/10/12 10:37:28,YES,23,1,89384,89384
190,TTWK00045176989384,TTWK000451769,2021/10/12 10:14:40,尚未完成,NO,,1,89384,89384
191,TTWK00045176789384,TTWK000451767,2021/10/12 10:14:45,2021/10/12 10:37:28,YES,23,1,89384,89384
192,TTWK00045176689384,TTWK000451766,2021/10/12 10:14:46,2021/10/12 10:37:28,YES,23,1,89384,89384
193,TTWK00045176889384,TTWK000451768,2021/10/12 10:14:47,2021/10/12 10:37:28,YES,23,1,89384,89384
195,TTWK00045269242507,TTWK000452692,2021/10/12 10:20:38,2021/10/12 10:37:28,YES,17,1,42507,42507
196,TTWK00045269142507,TTWK000452691,2021/10/12 10:20:39,2021/10/12 10:37:28,YES,17,1,42507,42507
197,TTWK00045275842507,TTWK000452758,2021/10/12 10:20:41,2021/10/12 10:37:28,YES,17,1,42507,42507
198,TTWK00045276142507,TTWK000452761,2021/10/12 10:37:28,2021/10/12 10:37:28,YES,0,1,42507,42507
199,TTWK00045276042507,TTWK000452760,2021/10/12 10:37:28,2021/10/12 10:37:28,YES,0,1,42507,42507
200,TTWK00045275942507,TTWK000452759,2021/10/12 10:37:28,尚未完成,NO,,1,42507,42507
202,TTWK00045177289384,TTWK000451772,2021/10/12 10:37:28,尚未完成,NO,,1,89384,89384
203,TTWK00045177389384,TTWK000451773,2021/10/12 10:37:28,尚未完成,NO,,1,89384,89384
204,TTWK00045177489384,TTWK000451774,2021/10/12 10:37:28,尚未完成,NO,,1,89384,89384
206,TTWK00045276242507,TTWK000452762,2021/10/12 10:37:28,2021/10/12 10:52:52,YES,15,1,42507,42507
207,TTWK00045276742507,TTWK000452767,2021/10/12 10:37:28,2021/10/12 10:52:52,YES,15,1,42507,42507
208,TTWK00045276342507,TTWK000452763,2021/10/12 10:37:28,2021/10/12 10:52:52,YES,15,1,42507,42507
222,TTWK00045276851999,TTWK000452768,2021/10/12 10:37:28,尚未完成,NO,,1,51999,51999
223,TTWK00045276951999,TTWK000452769,2021/10/12 10:37:28,2021/10/12 10:51:38,YES,14,1,51999,51999
225,TTWK00045278151999,TTWK000452781,2021/10/12 11:18:55,2021/10/12 11:18:55,YES,0,1,51999,51999
226,TTWK00045278351999,TTWK000452783,2021/10/12 11:18:55,2021/10/12 11:18:55,YES,0,1,51999,51999
227,TTWK00045278251999,TTWK000452782,2021/10/12 11:18:55,2021/10/12 11:18:55,YES,0,1,51999,51999
238,TTWK00045277551999,TTWK000452775,2021/10/12 11:18:55,2021/10/12 11:18:55,YES,0,1,51999,51999
239,TTWK00045277651999,TTWK000452776,2021/10/12 11:18:55,2021/10/12 11:18:55,YES,0,1,51999,51999
240,TTWK00045277751999,TTWK000452777,2021/10/12 11:18:55,2021/10/12 11:18:55,YES,0,1,51999,51999
252,TTWK00036606742508,TTWK000366067,2021/10/12 10:37:47,2021/10/12 11:18:55,YES,41,1,42508,42508
253,TTWK00036606942508,TTWK000366069,2021/10/12 10:37:47,2021/10/12 11:18:55,YES,41,1,42508,42508
254,TTWK00036559142508,TTWK000365591,2021/10/12 10:37:47,2021/10/12 11:18:55,YES,41,1,42508,42508
255,TTWK00044142942508,TTWK000441429,2021/10/12 10:37:47,2021/10/12 11:18:55,YES,41,1,42508,42508
256,TTWK00047290742508,TTWK000472907,2021/10/12 10:37:47,2021/10/12 11:18:55,YES,41,1,42508,42508
257,TTWK00043135442508,TTWK000431354,2021/10/12 10:37:47,2021/10/12 11:18:55,YES,41,1,42508,42508
258,TTWK00036568742508,TTWK000365687,2021/10/12 10:37:47,2021/10/12 11:18:55,YES,41,1,42508,42508
259,TTWK00043930742508,TTWK000439307,2021/10/12 10:37:47,2021/10/12 11:18:55,YES,41,2,42508,42508
260,TTWK00045100042508,TTWK000451000,2021/10/12 10:37:47,2021/10/12 11:18:55,YES,41,1,42508,42508
261,TTWK00040091642508,TTWK000400916,2021/10/12 10:37:47,尚未完成,NO,,1,42508,42508
262,TTWK00040091742508,TTWK000400917,2021/10/12 10:37:47,尚未完成,NO,,1,42508,42508
273,TTWK000452785118366,TTWK000452785,2021/10/12 11:18:55,2021/10/12 11:18:55,YES,0,1,118366,118366
274,TTWK000452786118366,TTWK000452786,2021/10/12 11:18:55,2021/10/12 11:18:55,YES,0,1,118366,118366
275,TTWK000452784118366,TTWK000452784,2021/10/12 11:18:55,2021/10/12 11:18:55,YES,0,1,118366,118366
277,TTWK00045278051999,TTWK000452780,2021/10/12 11:18:55,2021/10/12 11:18:55,YES,0,1,51999,51999
278,TTWK00045277951999,TTWK000452779,2021/10/12 11:18:55,2021/10/12 11:18:55,YES,0,1,51999,51999
279,TTWK00045277851999,TTWK000452778,2021/10/12 11:18:55,2021/10/12 11:18:55,YES,0,1,51999,51999
281,TTWK000452764118366,TTWK000452764,2021/10/12 11:18:55,2021/10/12 11:25:06,YES,6,1,118366,118366
282,TTWK000452765118366,TTWK000452765,2021/10/12 11:18:55,2021/10/12 11:25:06,YES,6,1,118366,118366
283,TTWK000436204118366,TTWK000436204,2021/10/12 11:18:55,2021/10/12 11:25:06,YES,6,1,118366,118366
285,TTWK00045178451999,TTWK000451784,2021/10/12 11:21:10,2021/10/12 11:28:34,YES,7,1,51999,51999
287,TTWK000436181118366,TTWK000436181,2021/10/12 11:26:07,2021/10/12 11:50:23,YES,24,1,118366,118366
288,TTWK000451787118366,TTWK000451787,2021/10/12 11:26:07,2021/10/12 11:50:23,YES,24,1,118366,118366
289,TTWK000436182118366,TTWK000436182,2021/10/12 11:26:09,2021/10/12 11:50:23,YES,24,1,118366,118366
290,TTWK000451786118366,TTWK000451786,2021/10/12 11:26:09,2021/10/12 11:50:23,YES,24,1,118366,118366
291,TTWK000451785118366,TTWK000451785,2021/10/12 11:26:10,2021/10/12 11:50:23,YES,24,1,118366,118366
292,TTWK000436183118366,TTWK000436183,2021/10/12 11:26:16,2021/10/12 11:50:23,YES,24,1,118366,118366
294,TTWK00043617851999,TTWK000436178,2021/10/12 11:31:15,2021/10/12 11:36:33,YES,5,1,51999,51999
295,TTWK00043617951999,TTWK000436179,2021/10/12 11:31:16,2021/10/12 11:36:33,YES,5,1,51999,51999
296,TTWK00043618051999,TTWK000436180,2021/10/12 11:31:16,2021/10/12 11:36:33,YES,5,1,51999,51999
297,TTWK00043617551999,TTWK000436175,2021/10/12 11:31:24,2021/10/12 11:36:33,YES,5,1,51999,51999
298,TTWK00043617651999,TTWK000436176,2021/10/12 11:31:25,2021/10/12 11:36:33,YES,5,1,51999,51999
299,TTWK00043617751999,TTWK000436177,2021/10/12 11:31:26,2021/10/12 11:36:33,YES,5,1,51999,51999
301,TTWK00045178251999,TTWK000451782,2021/10/12 11:47:48,2021/10/12 12:03:33,YES,16,1,51999,51999
302,TTWK00043620951999,TTWK000436209,2021/10/12 11:48:36,2021/10/12 12:03:33,YES,15,1,51999,51999
303,TTWK00045178051999,TTWK000451780,2021/10/12 11:48:36,2021/10/12 12:03:33,YES,15,1,51999,51999
304,TTWK00045178151999,TTWK000451781,2021/10/12 11:48:36,2021/10/12 12:03:33,YES,15,1,51999,51999
306,TTWK000436184118366,TTWK000436184,2021/10/12 11:50:51,2021/10/12 12:08:10,YES,17,1,118366,118366
307,TTWK000436185118366,TTWK000436185,2021/10/12 11:50:52,2021/10/12 12:08:10,YES,17,1,118366,118366
308,TTWK000436186118366,TTWK000436186,2021/10/12 11:50:54,2021/10/12 12:08:10,YES,17,1,118366,118366
310,TTWK00045279043967,TTWK000452790,2021/10/12 12:04:55,2021/10/12 12:20:06,YES,15,1,43967,43967
311,TTWK00045279143967,TTWK000452791,2021/10/12 12:04:55,尚未完成,NO,,1,43967,43967
312,TTWK00045279243967,TTWK000452792,2021/10/12 12:04:55,尚未完成,NO,,1,43967,43967
313,TTWK00045278943967,TTWK000452789,2021/10/12 12:04:55,尚未完成,NO,,1,43967,43967
314,TTWK00045278843967,TTWK000452788,2021/10/12 12:04:55,尚未完成,NO,,1,43967,43967
317,TTWK00043620351999,TTWK000436203,2021/10/12 12:05:45,2021/10/12 12:11:04,YES,5,1,51999,51999
318,TTWK00043620251999,TTWK000436202,2021/10/12 12:06:04,2021/10/12 12:11:04,YES,5,1,51999,51999
320,TTWK000436190118366,TTWK000436190,2021/10/12 12:08:29,2021/10/12 12:15:53,YES,7,1,118366,118366
321,TTWK000436191118366,TTWK000436191,2021/10/12 12:08:30,2021/10/12 12:15:53,YES,7,1,118366,118366
323,TTWK000436187118366,TTWK000436187,2021/10/12 12:08:44,尚未完成,NO,,1,118366,118366
325,TTWK000436189118366,TTWK000436189,2021/10/12 12:08:46,2021/10/12 12:15:53,YES,7,1,118366,118366
327,TTWK00043623651999,TTWK000436236,2021/10/12 12:13:27,2021/10/12 12:23:39,YES,10,1,51999,51999
328,TTWK00043619351999,TTWK000436193,2021/10/12 12:13:35,2021/10/12 12:23:39,YES,10,1,51999,51999
330,TTWK000436196118366,TTWK000436196,2021/10/12 12:16:18,2021/10/12 12:40:53,YES,25,1,118366,118366
331,TTWK000436195118366,TTWK000436195,2021/10/12 12:16:18,2021/10/12 12:40:53,YES,25,1,118366,118366
332,TTWK000436194118366,TTWK000436194,2021/10/12 12:16:22,2021/10/12 12:40:53,YES,25,1,118366,118366
333,TTWK000436197118366,TTWK000436197,2021/10/12 12:16:28,2021/10/12 12:20:06,YES,4,1,118366,118366
334,TTWK000436198118366,TTWK000436198,2021/10/12 12:16:30,2021/10/12 12:20:06,YES,4,1,118366,118366
335,TTWK000436237118366,TTWK000436237,2021/10/12 12:16:31,2021/10/12 12:20:06,YES,4,1,118366,118366
338,TTWK00043621343967,TTWK000436213,2021/10/12 12:20:26,2021/10/12 12:37:08,YES,17,1,43967,43967
339,TTWK00043621243967,TTWK000436212,2021/10/12 12:20:26,2021/10/12 12:37:08,YES,17,1,43967,43967
340,TTWK00043621143967,TTWK000436211,2021/10/12 12:20:27,2021/10/12 12:37:08,YES,17,1,43967,43967
341,TTWK00043621043967,TTWK000436210,2021/10/12 12:20:28,2021/10/12 12:37:08,YES,17,1,43967,43967
342,TTWK00043621443967,TTWK000436214,2021/10/12 12:20:49,2021/10/12 12:37:08,YES,16,1,43967,43967
344,TTWK00043623451999,TTWK000436234,2021/10/12 12:27:59,2021/10/12 12:30:49,YES,3,1,51999,51999
346,TTWK00043623351999,TTWK000436233,2021/10/12 12:28:14,2021/10/12 12:30:49,YES,3,1,51999,51999
347,TTWK00043623051999,TTWK000436230,2021/10/12 12:28:24,2021/10/12 12:30:49,YES,2,1,51999,51999
348,TTWK00043623151999,TTWK000436231,2021/10/12 12:28:25,2021/10/12 12:30:49,YES,2,1,51999,51999
349,TTWK00043623251999,TTWK000436232,2021/10/12 12:28:28,2021/10/12 12:30:49,YES,2,1,51999,51999
352,TTWK00043621951999,TTWK000436219,2021/10/12 12:35:47,2021/10/12 12:44:27,YES,9,1,51999,51999
353,TTWK00043621851999,TTWK000436218,2021/10/12 12:35:48,2021/10/12 12:44:27,YES,9,1,51999,51999
355,TTWK00043619943967,TTWK000436199,2021/10/12 12:41:28,2021/10/12 12:46:21,YES,5,1,43967,43967
359,TTWK000436200118366,TTWK000436200,2021/10/12 12:49:11,2021/10/12 12:54:16,YES,5,1,118366,118366
361,TTWK00043623951999,TTWK000436239,2021/10/12 12:52:29,2021/10/12 12:57:57,YES,5,1,51999,51999
363,TTWK000436205118366,TTWK000436205,2021/10/12 12:54:40,2021/10/12 12:58:30,YES,4,1,118366,118366
365,TTWK00043623851999,TTWK000436238,2021/10/12 14:00:11,2021/10/12 14:05:36,YES,5,1,51999,51999
373,TTWK00043624143967,TTWK000436241,2021/10/12 14:05:02,2021/10/12 14:38:20,YES,33,1,43967,43967
374,TTWK00043624443967,TTWK000436244,2021/10/12 14:05:02,2021/10/12 14:38:20,YES,33,1,43967,43967
375,TTWK00043624543967,TTWK000436245,2021/10/12 14:05:02,2021/10/12 14:38:20,YES,33,1,43967,43967
376,TTWK00043623543967,TTWK000436235,2021/10/12 14:05:02,2021/10/12 14:38:20,YES,33,1,43967,43967
378,TTWK000436206118366,TTWK000436206,2021/10/12 14:06:38,2021/10/12 14:38:20,YES,32,1,118366,118366
384,TTWK00043624051999,TTWK000436240,2021/10/12 14:07:36,2021/10/12 14:38:20,YES,31,1,51999,51999
386,TTWK00043622943967,TTWK000436229,2021/10/12 14:38:20,2021/10/12 14:38:20,YES,0,1,43967,43967
387,TTWK00043622843967,TTWK000436228,2021/10/12 14:38:20,2021/10/12 14:38:20,YES,0,1,43967,43967
388,TTWK00043622743967,TTWK000436227,2021/10/12 14:38:20,2021/10/12 14:38:20,YES,0,1,43967,43967
389,TTWK00043622443967,TTWK000436224,2021/10/12 14:38:20,2021/10/12 14:38:20,YES,0,1,43967,43967
390,TTWK00043622543967,TTWK000436225,2021/10/12 14:38:20,2021/10/12 14:38:20,YES,0,1,43967,43967
391,TTWK00043622643967,TTWK000436226,2021/10/12 14:38:20,2021/10/12 14:38:20,YES,0,1,43967,43967
393,TTWK000436222118366,TTWK000436222,2021/10/12 14:38:20,2021/10/12 14:38:20,YES,0,1,118366,118366
394,TTWK000436220118366,TTWK000436220,2021/10/12 14:38:20,2021/10/12 14:38:20,YES,0,1,118366,118366
395,TTWK000436221118366,TTWK000436221,2021/10/12 14:38:20,2021/10/12 14:38:20,YES,0,1,118366,118366
396,TTWK000436223118366,TTWK000436223,2021/10/12 14:38:20,2021/10/12 14:38:20,YES,0,1,118366,118366
398,TTWK00043621751999,TTWK000436217,2021/10/12 14:38:20,2021/10/12 14:38:20,YES,0,1,51999,51999
399,TTWK00043621651999,TTWK000436216,2021/10/12 14:38:20,2021/10/12 14:38:20,YES,0,1,51999,51999
406,TTWK00045720751999,TTWK000457207,2021/10/12 14:38:20,2021/10/12 14:38:20,YES,0,1,51999,51999
408,TTWK000457206118366,TTWK000457206,2021/10/12 14:38:20,2021/10/12 14:53:37,YES,15,1,118366,118366
409,TTWK000457204118366,TTWK000457204,2021/10/12 14:38:20,2021/10/12 14:53:37,YES,15,1,118366,118366
410,TTWK000457205118366,TTWK000457205,2021/10/12 14:38:20,2021/10/12 14:53:37,YES,15,1,118366,118366
413,TTWK00045720851999,TTWK000457208,2021/10/12 14:38:20,2021/10/12 14:47:39,YES,9,1,51999,51999
414,TTWK00045720951999,TTWK000457209,2021/10/12 14:38:20,2021/10/12 14:47:39,YES,9,1,51999,51999
417,TTWK00045722143967,TTWK000457221,2021/10/12 14:43:51,2021/10/12 15:17:38,YES,34,2,43967,43967
418,TTWK00045722343967,TTWK000457223,2021/10/12 14:43:54,2021/10/12 15:17:38,YES,34,2,43967,43967
419,TTWK00045719843967,TTWK000457198,2021/10/12 14:43:56,2021/10/12 15:17:38,YES,34,1,43967,43967
420,TTWK00045722043967,TTWK000457220,2021/10/12 14:43:56,2021/10/12 15:17:38,YES,34,1,43967,43967
421,TTWK00045720043967,TTWK000457200,2021/10/12 14:44:03,2021/10/12 15:17:38,YES,34,1,43967,43967
422,TTWK00045720243967,TTWK000457202,2021/10/12 14:44:06,2021/10/12 15:17:38,YES,34,1,43967,43967
424,TTWK00045719743967,TTWK000457197,2021/10/12 14:44:06,2021/10/12 15:17:38,YES,34,1,43967,43967
426,TTWK00045721643967,TTWK000457216,2021/10/12 14:48:55,尚未完成,NO,,1,43967,43967
428,TTWK00045721851999,TTWK000457218,2021/10/12 14:48:57,2021/10/12 15:17:38,YES,29,1,51999,51999
430,TTWK000457221118366,TTWK000457221,2021/10/12 15:17:38,2021/10/12 15:17:38,YES,0,2,118366,118366
431,TTWK000457222118366,TTWK000457222,2021/10/12 15:17:38,2021/10/12 15:17:38,YES,0,1,118366,118366
