,Index,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
1528,TTWK000415993102977,TTWK000415993,2021/9/8 9:50:21,2021/9/8 10:20:34,YES,30,1,102977,102977
1529,TTWK000415984102977,TTWK000415984,2021/9/8 9:50:21,2021/9/8 10:20:34,YES,30,2,102977,102977
1530,TTWK000415988102977,TTWK000415988,2021/9/8 9:50:21,2021/9/8 10:20:34,YES,30,2,102977,102977
1531,TTWK000415991102977,TTWK000415991,2021/9/8 9:50:21,2021/9/8 10:20:34,YES,30,1,102977,102977
1532,TTWK000415987102977,TTWK000415987,2021/9/8 9:50:21,2021/9/8 10:20:34,YES,30,1,102977,102977
1533,TTWK000415988102977,TTWK000415988,2021/9/8 9:50:21,2021/9/8 10:20:34,YES,30,2,102977,102977
1534,TTWK000415985102977,TTWK000415985,2021/9/8 9:50:21,2021/9/8 10:20:34,YES,30,1,102977,102977
1535,TTWK000415986102977,TTWK000415986,2021/9/8 9:50:21,2021/9/8 10:20:34,YES,30,1,102977,102977
1536,TTWK000415984102977,TTWK000415984,2021/9/8 9:50:21,2021/9/8 10:20:34,YES,30,2,102977,102977
1538,TTWK00041598389416,TTWK000415983,2021/9/8 9:51:11,2021/9/8 10:09:27,YES,18,1,89416,89416
1539,TTWK00041595789416,TTWK000415957,2021/9/8 9:51:12,2021/9/8 10:09:27,YES,18,1,89416,89416
1540,TTWK00041593289416,TTWK000415932,2021/9/8 9:51:14,2021/9/8 10:09:27,YES,18,2,89416,89416
1541,TTWK00041594889416,TTWK000415948,2021/9/8 9:51:15,2021/9/8 10:09:27,YES,18,1,89416,89416
1542,TTWK00041595589416,TTWK000415955,2021/9/8 9:51:15,2021/9/8 10:09:27,YES,18,1,89416,89416
1549,TTWK000415975103031,TTWK000415975,2021/9/8 10:03:24,尚未完成,NO,,2,103031,103031
1550,89416103031,89416,2021/9/8 9:51:42,尚未完成,NO,,0,103031,103031
1555,103031118411,103031,2021/9/8 10:02:51,尚未完成,NO,,0,118411,118411
1556,TTWK000415963118411,TTWK000415963,2021/9/8 9:58:42,2021/9/8 10:19:18,YES,21,1,118411,118411
1557,TTWK000415959118411,TTWK000415959,2021/9/8 9:58:43,2021/9/8 10:19:18,YES,21,1,118411,118411
1559,TTWK00041594589416,TTWK000415945,2021/9/8 10:10:13,2021/9/8 10:32:53,YES,23,1,89416,89416
1560,TTWK00041594489416,TTWK000415944,2021/9/8 10:10:15,2021/9/8 10:32:53,YES,23,1,89416,89416
1561,TTWK00041594389416,TTWK000415943,2021/9/8 10:10:16,2021/9/8 10:32:53,YES,23,1,89416,89416
1562,TTWK00041593889416,TTWK000415938,2021/9/8 10:10:18,2021/9/8 10:32:53,YES,23,1,89416,89416
1563,TTWK00041594089416,TTWK000415940,2021/9/8 10:10:21,2021/9/8 10:32:53,YES,23,1,89416,89416
1564,TTWK00041599689416,TTWK000415996,2021/9/8 10:10:28,2021/9/8 10:32:53,YES,22,1,89416,89416
1565,TTWK00041594189416,TTWK000415941,2021/9/8 10:10:43,2021/9/8 10:32:53,YES,22,1,89416,89416
1566,TTWK00041593789416,TTWK000415937,2021/9/8 10:10:46,2021/9/8 10:32:53,YES,22,1,89416,89416
1567,TTWK00041593989416,TTWK000415939,2021/9/8 10:10:47,2021/9/8 10:32:53,YES,22,1,89416,89416
1568,TTWK00041593689416,TTWK000415936,2021/9/8 10:10:47,2021/9/8 10:32:53,YES,22,1,89416,89416
1569,TTWK00041593589416,TTWK000415935,2021/9/8 10:10:49,2021/9/8 10:32:53,YES,22,1,89416,89416
1570,TTWK00041594289416,TTWK000415942,2021/9/8 10:10:50,2021/9/8 10:32:53,YES,22,1,89416,89416
1572,TTWK00041586042508,TTWK000415860,2021/9/8 10:13:35,2021/9/8 10:32:53,YES,19,1,42508,42508
1573,TTWK00041585942508,TTWK000415859,2021/9/8 10:13:36,2021/9/8 10:32:53,YES,19,1,42508,42508
1574,TTWK00041601742508,TTWK000416017,2021/9/8 10:13:50,2021/9/8 10:32:53,YES,19,1,42508,42508
1576,TTWK000415968103031,TTWK000415968,2021/9/8 10:16:57,2021/9/8 10:32:53,YES,16,1,103031,103031
1577,TTWK000415974103031,TTWK000415974,2021/9/8 10:16:57,2021/9/8 10:32:53,YES,16,1,103031,103031
1578,TTWK000415969103031,TTWK000415969,2021/9/8 10:16:59,2021/9/8 10:32:53,YES,16,1,103031,103031
1579,TTWK000415970103031,TTWK000415970,2021/9/8 10:17:00,2021/9/8 10:32:53,YES,16,1,103031,103031
1580,TTWK000415967103031,TTWK000415967,2021/9/8 10:17:00,2021/9/8 10:32:53,YES,16,1,103031,103031
1582,TTWK000415960118411,TTWK000415960,2021/9/8 10:32:53,2021/9/8 10:45:21,YES,12,1,118411,118411
1583,TTWK000415961118411,TTWK000415961,2021/9/8 10:32:53,2021/9/8 10:45:21,YES,12,1,118411,118411
1584,TTWK000416020118411,TTWK000416020,2021/9/8 10:32:53,2021/9/8 10:45:21,YES,12,1,118411,118411
1585,TTWK000415962118411,TTWK000415962,2021/9/8 10:32:53,2021/9/8 10:45:21,YES,12,1,118411,118411
1587,TTWK000415999102977,TTWK000415999,2021/9/8 10:32:53,2021/9/8 10:48:06,YES,15,1,102977,102977
1588,TTWK000416002102977,TTWK000416002,2021/9/8 10:32:53,2021/9/8 10:48:06,YES,15,1,102977,102977
1589,TTWK000416003102977,TTWK000416003,2021/9/8 10:32:53,2021/9/8 10:48:06,YES,15,1,102977,102977
1590,TTWK000416000102977,TTWK000416000,2021/9/8 10:32:53,2021/9/8 10:48:06,YES,15,1,102977,102977
1591,TTWK000415995102977,TTWK000415995,2021/9/8 10:32:53,2021/9/8 10:48:06,YES,15,1,102977,102977
1592,TTWK000415998102977,TTWK000415998,2021/9/8 10:32:53,2021/9/8 10:48:06,YES,15,1,102977,102977
1593,TTWK000415997102977,TTWK000415997,2021/9/8 10:32:53,2021/9/8 10:48:06,YES,15,1,102977,102977
1594,TTWK000416001102977,TTWK000416001,2021/9/8 10:32:53,2021/9/8 10:48:06,YES,15,1,102977,102977
1596,TTWK00041601442508,TTWK000416014,2021/9/8 10:33:58,2021/9/8 10:42:00,YES,8,1,42508,42508
1597,TTWK00041600542508,TTWK000416005,2021/9/8 10:34:08,2021/9/8 10:42:00,YES,8,1,42508,42508
1599,TTWK00041601689416,TTWK000416016,2021/9/8 10:34:52,2021/9/8 10:46:49,YES,12,1,89416,89416
1600,TTWK00041601589416,TTWK000416015,2021/9/8 10:34:55,2021/9/8 10:46:49,YES,12,1,89416,89416
1601,TTWK00041593489416,TTWK000415934,2021/9/8 10:35:02,2021/9/8 10:46:49,YES,12,1,89416,89416
1602,TTWK00041600689416,TTWK000416006,2021/9/8 10:35:03,2021/9/8 10:46:49,YES,12,1,89416,89416
1604,TTWK000416012103031,TTWK000416012,2021/9/8 10:36:12,2021/9/8 11:17:24,YES,41,1,103031,103031
1605,TTWK000416010103031,TTWK000416010,2021/9/8 10:36:19,2021/9/8 11:17:24,YES,41,1,103031,103031
1606,TTWK000416013103031,TTWK000416013,2021/9/8 10:36:29,2021/9/8 11:17:24,YES,41,1,103031,103031
1608,TTWK000416018118411,TTWK000416018,2021/9/8 10:46:26,2021/9/8 11:17:24,YES,31,1,118411,118411
1609,TTWK000416021118411,TTWK000416021,2021/9/8 10:46:27,2021/9/8 11:17:24,YES,31,1,118411,118411
1610,TTWK000416019118411,TTWK000416019,2021/9/8 10:46:28,2021/9/8 11:17:24,YES,31,1,118411,118411
1612,TTWK00041600942508,TTWK000416009,2021/9/8 10:48:32,2021/9/8 11:17:24,YES,29,1,42508,42508
1613,TTWK00041600742508,TTWK000416007,2021/9/8 10:48:33,2021/9/8 11:17:24,YES,29,1,42508,42508
1614,TTWK00041600842508,TTWK000416008,2021/9/8 10:48:34,2021/9/8 11:17:24,YES,29,1,42508,42508
1615,TTWK00041602842508,TTWK000416028,2021/9/8 10:48:48,2021/9/8 11:17:24,YES,29,2,42508,42508
1616,TTWK00041602642508,TTWK000416026,2021/9/8 10:48:48,2021/9/8 11:17:24,YES,29,1,42508,42508
1617,TTWK00041602242508,TTWK000416022,2021/9/8 10:48:50,2021/9/8 11:17:24,YES,29,1,42508,42508
1618,TTWK00041602342508,TTWK000416023,2021/9/8 10:48:52,2021/9/8 11:17:24,YES,29,1,42508,42508
1619,TTWK00041602842508,TTWK000416028,2021/9/8 10:48:56,2021/9/8 11:17:24,YES,28,2,42508,42508
1621,TTWK00041603589416,TTWK000416035,2021/9/8 11:17:24,2021/9/8 11:17:24,YES,0,1,89416,89416
1622,TTWK00041603689416,TTWK000416036,2021/9/8 11:17:24,2021/9/8 11:17:24,YES,0,1,89416,89416
1623,TTWK00041603789416,TTWK000416037,2021/9/8 11:17:24,2021/9/8 11:17:24,YES,0,1,89416,89416
1625,TTWK000416025102977,TTWK000416025,2021/9/8 11:17:24,2021/9/8 11:17:24,YES,0,1,102977,102977
1626,TTWK000416029102977,TTWK000416029,2021/9/8 11:17:24,2021/9/8 11:17:24,YES,0,1,102977,102977
1628,TTWK000416030118411,TTWK000416030,2021/9/8 11:17:24,2021/9/8 11:17:24,YES,0,1,118411,118411
1630,TTWK00041603889416,TTWK000416038,2021/9/8 11:17:24,2021/9/8 11:21:59,YES,5,1,89416,89416
1631,TTWK00041603989416,TTWK000416039,2021/9/8 11:17:24,2021/9/8 11:21:59,YES,5,1,89416,89416
1633,TTWK000416027118411,TTWK000416027,2021/9/8 11:17:24,2021/9/8 11:17:24,YES,0,1,118411,118411
1635,TTWK000435330102977,TTWK000435330,2021/9/8 11:17:24,2021/9/8 11:28:43,YES,11,1,102977,102977
1636,TTWK000435329102977,TTWK000435329,2021/9/8 11:17:24,2021/9/8 11:28:43,YES,11,1,102977,102977
1638,TTWK000435328103031,TTWK000435328,2021/9/8 11:17:24,2021/9/8 11:31:08,YES,14,1,103031,103031
1640,TTWK00043534589416,TTWK000435345,2021/9/8 11:22:24,2021/9/8 11:33:34,YES,11,1,89416,89416
1642,TTWK000416031102977,TTWK000416031,2021/9/8 11:29:25,尚未完成,NO,,1,102977,102977
1644,TTWK000435331103031,TTWK000435331,2021/9/8 11:33:13,2021/9/8 11:49:06,YES,16,1,103031,103031
1646,TTWK00043533289416,TTWK000435332,2021/9/8 11:34:25,2021/9/8 11:44:04,YES,10,1,89416,89416
1648,TTWK00043533389416,TTWK000435333,2021/9/8 11:44:31,2021/9/8 11:58:30,YES,14,1,89416,89416
1649,TTWK00043533589416,TTWK000435335,2021/9/8 11:44:39,2021/9/8 11:58:30,YES,14,1,89416,89416
1650,TTWK00043533689416,TTWK000435336,2021/9/8 11:44:51,2021/9/8 11:58:30,YES,14,1,89416,89416
1651,TTWK00043533789416,TTWK000435337,2021/9/8 11:44:53,2021/9/8 11:58:30,YES,14,1,89416,89416
1653,TTWK00044595451999,TTWK000445954,2021/9/8 11:45:44,2021/9/8 12:40:41,YES,55,1,51999,51999
1654,TTWK00044595351999,TTWK000445953,2021/9/8 11:45:45,2021/9/8 12:40:41,YES,55,1,51999,51999
1656,TTWK000435338102977,TTWK000435338,2021/9/8 11:48:08,尚未完成,NO,,1,102977,102977
1657,TTWK000435339102977,TTWK000435339,2021/9/8 11:48:10,尚未完成,NO,,1,102977,102977
1659,TTWK000435346103031,TTWK000435346,2021/9/8 11:53:43,2021/9/8 12:13:11,YES,19,1,103031,103031
1660,TTWK000435347103031,TTWK000435347,2021/9/8 11:53:44,2021/9/8 12:13:10,YES,19,1,103031,103031
1661,TTWK000435348103031,TTWK000435348,2021/9/8 11:53:46,2021/9/8 12:13:41,YES,20,1,103031,103031
1662,TTWK000435349103031,TTWK000435349,2021/9/8 11:53:55,2021/9/8 12:13:50,YES,20,1,103031,103031
1663,TTWK000435350103031,TTWK000435350,2021/9/8 11:53:56,2021/9/8 12:13:56,YES,20,1,103031,103031
1665,TTWK000435340102977,TTWK000435340,2021/9/8 11:57:15,2021/9/8 12:01:16,YES,4,1,102977,102977
1666,TTWK000435341102977,TTWK000435341,2021/9/8 11:57:17,2021/9/8 12:01:16,YES,4,1,102977,102977
1668,TTWK00043535589416,TTWK000435355,2021/9/8 12:01:30,2021/9/8 12:08:39,YES,7,1,89416,89416
1669,TTWK00043535389416,TTWK000435353,2021/9/8 12:01:31,2021/9/8 12:08:39,YES,7,1,89416,89416
1670,TTWK00043535289416,TTWK000435352,2021/9/8 12:01:32,2021/9/8 12:08:39,YES,7,1,89416,89416
1672,TTWK00043535989416,TTWK000435359,2021/9/8 12:08:58,2021/9/8 12:14:45,YES,6,1,89416,89416
1673,TTWK00043535889416,TTWK000435358,2021/9/8 12:08:59,2021/9/8 12:14:45,YES,6,1,89416,89416
1674,TTWK00043535789416,TTWK000435357,2021/9/8 12:09:00,2021/9/8 12:14:45,YES,6,1,89416,89416
1676,TTWK00043536089416,TTWK000435360,2021/9/8 12:15:30,尚未完成,NO,,1,89416,89416
1677,TTWK00043536189416,TTWK000435361,2021/9/8 12:15:30,尚未完成,NO,,1,89416,89416
1679,TTWK00043536689416,TTWK000435366,2021/9/8 12:23:17,2021/9/8 12:47:05,YES,24,1,89416,89416
1680,TTWK00043536589416,TTWK000435365,2021/9/8 12:23:20,2021/9/8 12:47:05,YES,24,1,89416,89416
1681,TTWK00043536489416,TTWK000435364,2021/9/8 12:23:21,2021/9/8 12:47:05,YES,24,1,89416,89416
1682,TTWK00043536389416,TTWK000435363,2021/9/8 12:23:35,2021/9/8 12:47:05,YES,23,1,89416,89416
1684,TTWK000435343103031,TTWK000435343,2021/9/8 12:24:18,2021/9/8 12:22:08,YES,-2,1,103031,103031
1685,TTWK000435344103031,TTWK000435344,2021/9/8 12:24:28,2021/9/8 12:22:05,YES,-2,1,103031,103031
1686,TTWK000435342103031,TTWK000435342,2021/9/8 12:24:50,2021/9/8 12:22:26,YES,-2,1,103031,103031
1688,TTWK00043536889416,TTWK000435368,2021/9/8 12:47:55,尚未完成,NO,,1,89416,89416
1689,TTWK00043536989416,TTWK000435369,2021/9/8 12:47:57,尚未完成,NO,,1,89416,89416
1690,TTWK00043539689416,TTWK000435396,2021/9/8 12:48:09,尚未完成,NO,,1,89416,89416
1692,TTWK000435385103031,TTWK000435385,2021/9/8 12:48:39,尚未完成,NO,,1,103031,103031
1693,TTWK000435380103031,TTWK000435380,2021/9/8 12:49:06,尚未完成,NO,,1,103031,103031
1694,TTWK000435381103031,TTWK000435381,2021/9/8 12:49:07,尚未完成,NO,,1,103031,103031
1695,TTWK000435379103031,TTWK000435379,2021/9/8 12:49:23,尚未完成,NO,,1,103031,103031
1697,TTWK000435397102977,TTWK000435397,2021/9/8 13:00:51,2021/9/8 13:12:06,YES,11,1,102977,102977
1698,TTWK000435398102977,TTWK000435398,2021/9/8 13:00:54,2021/9/8 13:12:06,YES,11,1,102977,102977
1700,TTWK000435370102977,TTWK000435370,2021/9/8 13:23:04,尚未完成,NO,,1,102977,102977
1701,TTWK000435371102977,TTWK000435371,2021/9/8 13:23:09,尚未完成,NO,,1,102977,102977
1702,TTWK000435372102977,TTWK000435372,2021/9/8 13:23:20,尚未完成,NO,,1,102977,102977
1703,TTWK000435373102977,TTWK000435373,2021/9/8 13:31:56,尚未完成,NO,,1,102977,102977
1705,TTWK00043539976577,TTWK000435399,2021/9/8 13:41:59,2021/9/8 13:52:31,YES,11,1,76577,76577
1706,TTWK00040071876577,TTWK000400718,2021/9/8 13:42:00,2021/9/8 13:52:31,YES,11,1,76577,76577
1707,TTWK00043540276577,TTWK000435402,2021/9/8 13:42:04,2021/9/8 13:52:31,YES,10,1,76577,76577
1708,TTWK00043540076577,TTWK000435400,2021/9/8 13:42:04,2021/9/8 13:52:31,YES,10,1,76577,76577
1709,TTWK00043540176577,TTWK000435401,2021/9/8 13:42:05,2021/9/8 13:52:31,YES,10,1,76577,76577
1394,TTWK00044309989404,TTWK000443099,2021/9/9 8:07:30,2021/9/9 8:23:37,YES,16,1,89404,89404
1395,TTWK00044309889404,TTWK000443098,2021/9/9 8:07:32,2021/9/9 8:23:37,YES,16,1,89404,89404
1396,TTWK00044310089404,TTWK000443100,2021/9/9 8:07:32,2021/9/9 8:23:37,YES,16,1,89404,89404
1398,TTWK000443092103031,TTWK000443092,2021/9/9 8:08:42,尚未完成,NO,,1,103031,103031
1399,TTWK000443091103031,TTWK000443091,2021/9/9 8:08:45,尚未完成,NO,,1,103031,103031
1400,TTWK000443085103031,TTWK000443085,2021/9/9 8:08:47,尚未完成,NO,,1,103031,103031
1401,TTWK000443084103031,TTWK000443084,2021/9/9 8:08:48,尚未完成,NO,,1,103031,103031
1402,TTWK000443089103031,TTWK000443089,2021/9/9 8:08:55,尚未完成,NO,,1,103031,103031
1403,TTWK000443090103031,TTWK000443090,2021/9/9 8:08:56,尚未完成,NO,,1,103031,103031
1404,TTWK000443088103031,TTWK000443088,2021/9/9 8:09:03,尚未完成,NO,,1,103031,103031
1405,TTWK000443087103031,TTWK000443087,2021/9/9 8:09:04,尚未完成,NO,,1,103031,103031
1406,TTWK000443083103031,TTWK000443083,2021/9/9 8:09:15,尚未完成,NO,,1,103031,103031
1407,TTWK000443082103031,TTWK000443082,2021/9/9 8:09:17,尚未完成,NO,,1,103031,103031
1408,TTWK000443094103031,TTWK000443094,2021/9/9 8:09:18,尚未完成,NO,,1,103031,103031
1409,TTWK000443093103031,TTWK000443093,2021/9/9 8:09:19,尚未完成,NO,,1,103031,103031
1411,TTWK00044311351999,TTWK000443113,2021/9/9 8:12:19,2021/9/9 8:26:08,YES,14,1,51999,51999
1412,TTWK00044313651999,TTWK000443136,2021/9/9 8:12:20,2021/9/9 8:26:08,YES,14,1,51999,51999
1413,TTWK00044313151999,TTWK000443131,2021/9/9 8:12:21,2021/9/9 8:26:08,YES,14,1,51999,51999
1414,TTWK00044313551999,TTWK000443135,2021/9/9 8:12:22,2021/9/9 8:26:08,YES,14,1,51999,51999
1416,TTWK000443123118407,TTWK000443123,2021/9/9 8:12:49,2021/9/9 8:40:27,YES,28,1,118407,118407
1417,TTWK000443122118407,TTWK000443122,2021/9/9 8:12:50,2021/9/9 8:40:27,YES,28,1,118407,118407
1418,TTWK000443124118407,TTWK000443124,2021/9/9 8:12:52,2021/9/9 8:40:27,YES,28,1,118407,118407
1419,TTWK000443121118407,TTWK000443121,2021/9/9 8:12:57,2021/9/9 8:40:27,YES,27,1,118407,118407
1420,TTWK000443120118407,TTWK000443120,2021/9/9 8:13:02,2021/9/9 8:40:27,YES,27,1,118407,118407
1421,TTWK000443119118407,TTWK000443119,2021/9/9 8:13:06,2021/9/9 8:40:27,YES,27,1,118407,118407
1422,TTWK000443118118407,TTWK000443118,2021/9/9 8:13:10,2021/9/9 8:40:27,YES,27,1,118407,118407
1424,TTWK000443127102991,TTWK000443127,2021/9/9 8:13:50,2021/9/9 9:18:12,YES,64,1,102991,102991
1425,TTWK000443125102991,TTWK000443125,2021/9/9 8:13:54,2021/9/9 9:18:12,YES,64,1,102991,102991
1426,TTWK000441085102991,TTWK000441085,2021/9/9 8:13:55,2021/9/9 9:18:12,YES,64,1,102991,102991
1427,TTWK000443126102991,TTWK000443126,2021/9/9 8:13:57,2021/9/9 9:18:12,YES,64,1,102991,102991
1428,TTWK000443129102991,TTWK000443129,2021/9/9 8:14:00,2021/9/9 9:18:12,YES,64,1,102991,102991
1429,TTWK000443130102991,TTWK000443130,2021/9/9 8:14:04,2021/9/9 9:18:12,YES,64,1,102991,102991
1430,TTWK000443111102991,TTWK000443111,2021/9/9 8:14:09,2021/9/9 9:18:12,YES,64,1,102991,102991
1431,TTWK000443112102991,TTWK000443112,2021/9/9 8:14:11,2021/9/9 9:18:12,YES,64,1,102991,102991
1433,TTWK000443105102977,TTWK000443105,2021/9/9 8:14:45,2021/9/9 8:16:16,YES,2,1,102977,102977
1434,TTWK000443104102977,TTWK000443104,2021/9/9 8:14:49,2021/9/9 8:16:16,YES,1,1,102977,102977
1436,TTWK00044311751999,TTWK000443117,2021/9/9 8:26:51,2021/9/9 8:39:57,YES,13,1,51999,51999
1438,TTWK000416032102991,TTWK000416032,2021/9/9 8:34:58,2021/9/9 9:18:12,YES,43,1,102991,102991
1440,TTWK000416041102977,TTWK000416041,2021/9/9 9:18:12,2021/9/9 9:18:12,YES,0,1,102977,102977
1441,TTWK000416040102977,TTWK000416040,2021/9/9 9:18:12,2021/9/9 9:18:12,YES,0,1,102977,102977
1443,TTWK00038755451999,TTWK000387554,2021/9/9 9:18:12,2021/9/9 9:20:32,YES,2,1,51999,51999
1444,TTWK00038755351999,TTWK000387553,2021/9/9 9:18:12,2021/9/9 9:20:32,YES,2,1,51999,51999
1446,TTWK00044314742532,TTWK000443147,2021/9/9 9:21:23,2021/9/9 9:26:33,YES,5,1,42532,42532
1447,TTWK00044314642532,TTWK000443146,2021/9/9 9:21:23,2021/9/9 9:26:33,YES,5,1,42532,42532
1448,TTWK00042662742532,TTWK000426627,2021/9/9 9:22:00,2021/9/9 9:26:33,YES,5,1,42532,42532
1449,TTWK00042663342532,TTWK000426633,2021/9/9 9:22:00,2021/9/9 9:26:33,YES,5,1,42532,42532
1450,TTWK00042663442532,TTWK000426634,2021/9/9 9:22:41,2021/9/9 9:26:33,YES,4,1,42532,42532
1451,TTWK00042663542532,TTWK000426635,2021/9/9 9:22:41,2021/9/9 9:26:33,YES,4,1,42532,42532
1452,TTWK00041603342532,TTWK000416033,2021/9/9 9:22:41,2021/9/9 9:26:33,YES,4,1,42532,42532
1453,TTWK00041603442532,TTWK000416034,2021/9/9 9:23:03,2021/9/9 9:26:33,YES,3,1,42532,42532
1455,TTWK00041604551999,TTWK000416045,2021/9/9 9:23:32,2021/9/9 9:26:09,YES,3,2,51999,51999
1457,TTWK000416042102977,TTWK000416042,2021/9/9 9:23:56,2021/9/9 9:25:45,YES,2,1,102977,102977
1459,TTWK000416045118390,TTWK000416045,2021/9/9 9:27:14,尚未完成,NO,,2,118390,118390
1460,TTWK000416044118390,TTWK000416044,2021/9/9 9:27:19,尚未完成,NO,,1,118390,118390
1462,TTWK000416043102977,TTWK000416043,2021/9/9 9:28:27,2021/9/9 9:32:26,YES,4,1,102977,102977
1464,TTWK000435354102990,TTWK000435354,2021/9/9 9:35:17,2021/9/9 9:57:03,YES,22,1,102990,102990
1465,TTWK000435356102990,TTWK000435356,2021/9/9 9:35:19,2021/9/9 9:57:03,YES,22,1,102990,102990
1466,TTWK000435334102990,TTWK000435334,2021/9/9 9:35:31,2021/9/9 9:57:03,YES,22,1,102990,102990
1467,TTWK000431013102990,TTWK000431013,2021/9/9 9:35:36,2021/9/9 9:57:03,YES,21,1,102990,102990
1469,TTWK000431015102990,TTWK000431015,2021/9/9 9:57:49,2021/9/9 11:26:22,YES,89,1,102990,102990
1470,TTWK000431016102990,TTWK000431016,2021/9/9 9:57:51,2021/9/9 11:26:22,YES,89,1,102990,102990
1471,TTWK000431017102990,TTWK000431017,2021/9/9 9:57:54,2021/9/9 11:26:22,YES,88,1,102990,102990
1472,TTWK000431018102990,TTWK000431018,2021/9/9 9:58:00,2021/9/9 11:26:22,YES,88,1,102990,102990
1474,TTWK00041604651999,TTWK000416046,2021/9/9 10:02:57,2021/9/9 11:26:22,YES,83,1,51999,51999
1475,TTWK00041604751999,TTWK000416047,2021/9/9 10:03:09,2021/9/9 11:26:22,YES,83,1,51999,51999
1476,TTWK00041604851999,TTWK000416048,2021/9/9 10:03:11,2021/9/9 11:26:22,YES,83,1,51999,51999
1477,TTWK00041604951999,TTWK000416049,2021/9/9 10:03:13,2021/9/9 11:26:22,YES,83,1,51999,51999
1479,TTWK000432884102990,TTWK000432884,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,102990,102990
1480,TTWK000415604102990,TTWK000415604,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,102990,102990
1481,TTWK000432875102990,TTWK000432875,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,102990,102990
1482,TTWK000432526102990,TTWK000432526,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,102990,102990
1483,TTWK000432864102990,TTWK000432864,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,102990,102990
1485,TTWK00041605351999,TTWK000416053,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,51999,51999
1486,TTWK00041605451999,TTWK000416054,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,51999,51999
1487,TTWK00041605051999,TTWK000416050,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,51999,51999
1488,TTWK00041605151999,TTWK000416051,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,51999,51999
1489,TTWK00041605251999,TTWK000416052,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,51999,51999
1491,TTWK00041605851999,TTWK000416058,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,51999,51999
1492,TTWK00041605751999,TTWK000416057,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,51999,51999
1493,TTWK00041605951999,TTWK000416059,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,51999,51999
1494,TTWK00041606051999,TTWK000416060,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,51999,51999
1495,TTWK00041606151999,TTWK000416061,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,51999,51999
1496,TTWK00041605651999,TTWK000416056,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,51999,51999
1497,TTWK00041605551999,TTWK000416055,2021/9/9 11:26:22,2021/9/9 11:26:22,YES,0,1,51999,51999
1499,TTWK00041606851999,TTWK000416068,2021/9/9 11:26:22,2021/9/9 11:45:44,YES,19,1,51999,51999
1500,TTWK00041606751999,TTWK000416067,2021/9/9 11:26:22,2021/9/9 11:45:44,YES,19,1,51999,51999
1501,TTWK00041606251999,TTWK000416062,2021/9/9 11:26:22,2021/9/9 11:45:44,YES,19,1,51999,51999
1502,TTWK00041606351999,TTWK000416063,2021/9/9 11:26:22,2021/9/9 11:45:44,YES,19,1,51999,51999
1503,TTWK00041606451999,TTWK000416064,2021/9/9 11:26:22,2021/9/9 11:45:44,YES,19,1,51999,51999
1504,TTWK00041606551999,TTWK000416065,2021/9/9 11:26:22,2021/9/9 11:45:44,YES,19,1,51999,51999
1505,TTWK00041606651999,TTWK000416066,2021/9/9 11:26:22,2021/9/9 11:45:44,YES,19,1,51999,51999
1507,TTWK00041608251999,TTWK000416082,2021/9/9 11:46:23,2021/9/9 12:00:20,YES,14,1,51999,51999
1508,TTWK00041608151999,TTWK000416081,2021/9/9 11:46:27,2021/9/9 12:00:20,YES,14,1,51999,51999
1509,TTWK00041608351999,TTWK000416083,2021/9/9 11:46:35,2021/9/9 12:00:20,YES,14,1,51999,51999
1511,TTWK00041607451999,TTWK000416074,2021/9/9 12:00:57,2021/9/9 12:32:54,YES,32,1,51999,51999
1512,TTWK00041607351999,TTWK000416073,2021/9/9 12:32:54,2021/9/9 12:32:54,YES,0,1,51999,51999
1513,TTWK00041607051999,TTWK000416070,2021/9/9 12:32:54,2021/9/9 12:32:54,YES,0,1,51999,51999
1514,TTWK00041607151999,TTWK000416071,2021/9/9 12:32:54,2021/9/9 12:32:54,YES,0,1,51999,51999
1515,TTWK00041607251999,TTWK000416072,2021/9/9 12:32:54,2021/9/9 12:32:54,YES,0,1,51999,51999
1517,TTWK00041607789404,TTWK000416077,2021/9/9 12:32:54,2021/9/9 12:32:54,YES,0,1,89404,89404
1518,TTWK00041607589404,TTWK000416075,2021/9/9 12:32:54,2021/9/9 12:32:54,YES,0,1,89404,89404
1519,TTWK00041607689404,TTWK000416076,2021/9/9 12:32:54,2021/9/9 12:32:54,YES,0,1,89404,89404
